time,strain,temperature,stress,type,title,youngs,poissons
5555484.0,0.048936,,,,,,
5559372.0,0.048955,,,,,,
5564664.0,0.048991,,,,,,
5567004.0,0.048999,,,,,,
5569092.0,0.049013,,,,,,
5575824.0,0.049064,,,,,,
5578524.0,0.049086,,,,,,
5581116.0,0.049097,,,,,,
5586516.0,0.04913,,,,,,
5590368.0,0.04915,,,,,,
5592456.0,0.049168,,,,,,
5595732.0,0.049186,,,,,,
5598288.0,0.049197,,,,,,
5603940.0,0.049227,,,,,,
5607324.0,0.049261,,,,,,
5611032.0,0.049292,,,,,,
5617692.0,0.049314,,,,,,
5621436.0,0.049341,,,,,,
5623416.0,0.049367,,,,,,
5625612.0,0.049374,,,,,,
5627448.0,0.049383,,,,,,
5631084.0,0.049406,,,,,,
5639400.0,0.049472,,,,,,
5644260.0,0.049493,,,,,,
5646240.0,0.049502,,,,,,
5649588.0,0.04953,,,,,,
5652648.0,0.049553,,,,,,
5654448.0,0.049561,,,,,,
5656428.0,0.049568,,,,,,
5659452.0,0.049591,,,,,,
5662080.0,0.049609,,,,,,
5666652.0,0.049648,,,,,,
5671404.0,0.049676,,,,,,
5674356.0,0.04969,,,,,,
5676696.0,0.049701,,,,,,
5680224.0,0.049733,,,,,,
5686164.0,0.049754,,,,,,
5689548.0,0.049781,,,,,,
5693328.0,0.049796,,,,,,
5696640.0,0.049826,,,,,,
5700636.0,0.04985,,,,,,
5703696.0,0.049864,,,,,,
5708340.0,0.049901,,,,,,
5712192.0,0.049923,,,,,,
5716188.0,0.049938,,,,,,
5720472.0,0.049974,,,,,,
5722884.0,0.049993,,,,,,
5726160.0,0.050009,,,,,,
5728032.0,0.050017,,,,,,
5730696.0,0.050041,,,,,,
5733576.0,0.050058,,,,,,
5736384.0,0.050057,,,,,,
5738904.0,0.050082,,,,,,
5741424.0,0.050108,,,,,,
5747148.0,0.050145,,,,,,
5750244.0,0.050163,,,,,,
5755140.0,0.050174,,,,,,
5759460.0,0.050223,,,,,,
5762196.0,0.050217,,,,,,
5764500.0,0.050253,,,,,,
5767560.0,0.050269,,,,,,
5771088.0,0.050287,,,,,,
5775048.0,0.050315,,,,,,
5779440.0,0.050346,,,,,,
5781960.0,0.050365,,,,,,
5784660.0,0.050376,,,,,,
5787252.0,0.050393,,,,,,
5789664.0,0.050407,,,,,,
5794236.0,0.050446,,,,,,
5797332.0,0.050445,,,,,,
5800788.0,0.050481,,,,,,
5802696.0,0.050486,,,,,,
5806548.0,0.050508,,,,,,
5811408.0,0.050536,,,,,,
5813280.0,0.050559,,,,,,
5817240.0,0.050588,,,,,,
5821056.0,0.050598,,,,,,
5824332.0,0.050611,,,,,,
5827572.0,0.05064,,,,,,
5833332.0,0.050682,,,,,,
5836680.0,0.050709,,,,,,
5841324.0,0.050734,,,,,,
5843880.0,0.050749,,,,,,
5847012.0,0.050781,,,,,,
5852916.0,0.050806,,,,,,
5855544.0,0.050824,,,,,,
5860188.0,0.050848,,,,,,
5863104.0,0.05086,,,,,,
5865408.0,0.050889,,,,,,
5869080.0,0.050911,,,,,,
5872248.0,0.050934,,,,,,
5876460.0,0.050961,,,,,,
5880348.0,0.050968,,,,,,
5883732.0,0.050994,,,,,,
5886108.0,0.051003,,,,,,
5888052.0,0.051014,,,,,,
5893200.0,0.051047,,,,,,
5897304.0,0.051078,,,,,,
5900184.0,0.051109,,,,,,
5902164.0,0.051098,,,,,,
5904252.0,0.051114,,,,,,
5906844.0,0.051141,,,,,,
5908716.0,0.051153,,,,,,
5913936.0,0.051173,,,,,,
5920128.0,0.051213,,,,,,
5924448.0,0.051252,,,,,,
5927580.0,0.051278,,,,,,
5930568.0,0.051279,,,,,,
5936400.0,0.051315,,,,,,
5938812.0,0.051347,,,,,,
5941980.0,0.051349,,,,,,
5944788.0,0.051379,,,,,,
5947992.0,0.051402,,,,,,
5950980.0,0.05142,,,,,,
5954364.0,0.051449,,,,,,
5958900.0,0.051478,,,,,,
5963436.0,0.051491,,,,,,
5965236.0,0.051514,,,,,,
5969736.0,0.051538,,,,,,
5971788.0,0.051552,,,,,,
5974236.0,0.051572,,,,,,
5978628.0,0.051594,,,,,,
5981148.0,0.051603,,,,,,
5985720.0,0.05165,,,,,,
5989068.0,0.051664,,,,,,
5991336.0,0.051684,,,,,,
5994000.0,0.051691,,,,,,
5998968.0,0.051711,,,,,,
6002172.0,0.051744,,,,,,
6006492.0,0.051762,,,,,,
6008652.0,0.051788,,,,,,
6011604.0,0.051807,,,,,,
6014160.0,0.051811,,,,,,
6017256.0,0.051841,,,,,,
6019776.0,0.051852,,,,,,
6023592.0,0.051891,,,,,,
6027696.0,0.051912,,,,,,
6031584.0,0.051934,,,,,,
6035076.0,0.051953,,,,,,
6040476.0,0.051995,,,,,,
6042816.0,0.052008,,,,,,
6046308.0,0.052028,,,,,,
6048108.0,0.052038,,,,,,
6050556.0,0.052062,,,,,,
6053832.0,0.05206,,,,,,
6056028.0,0.052089,,,,,,
6059412.0,0.052098,,,,,,
6062652.0,0.052128,,,,,,
6067080.0,0.05216,,,,,,
6070464.0,0.052185,,,,,,
6074352.0,0.052189,,,,,,
6077304.0,0.052222,,,,,,
6080184.0,0.052246,,,,,,
6083316.0,0.052261,,,,,,
6087024.0,0.052286,,,,,,
6091848.0,0.052313,,,,,,
6094404.0,0.052322,,,,,,
6096528.0,0.052347,,,,,,
6101136.0,0.052385,,,,,,
6105636.0,0.052404,,,,,,
6108516.0,0.052429,,,,,,
6110892.0,0.052431,,,,,,
6112800.0,0.052458,,,,,,
6115320.0,0.052468,,,,,,
6117552.0,0.05247,,,,,,
6119352.0,0.052485,,,,,,
6123420.0,0.052507,,,,,,
6128280.0,0.052548,,,,,,
6132492.0,0.052566,,,,,,
6136164.0,0.052581,,,,,,
6138396.0,0.052612,,,,,,
6141384.0,0.052619,,,,,,
6144696.0,0.052651,,,,,,
6146604.0,0.052655,,,,,,
6152544.0,0.052695,,,,,,
6158268.0,0.052732,,,,,,
6162300.0,0.052757,,,,,,
6167592.0,0.052778,,,,,,
6171408.0,0.052811,,,,,,
6176052.0,0.052843,,,,,,
6178644.0,0.05285,,,,,,
6182100.0,0.052888,,,,,,
6184620.0,0.052887,,,,,,
6187032.0,0.052909,,,,,,
6188904.0,0.052926,,,,,,
6191172.0,0.052937,,,,,,
6196932.0,0.052984,,,,,,
6199056.0,0.052986,,,,,,
6202656.0,0.053008,,,,,,
6205896.0,0.053032,,,,,,
6207804.0,0.053041,,,,,,
6210684.0,0.053068,,,,,,
6216660.0,0.053109,,,,,,
6218928.0,0.053121,,,,,,
6221088.0,0.053118,,,,,,
6222996.0,0.053129,,,,,,
6225012.0,0.053151,,,,,,
6228972.0,0.053179,,,,,,
6231852.0,0.053203,,,,,,
6233760.0,0.053209,,,,,,
6236640.0,0.053241,,,,,,
6239664.0,0.053244,,,,,,
6241824.0,0.05326,,,,,,
6243840.0,0.053267,,,,,,
6248772.0,0.053314,,,,,,
6250644.0,0.05332,,,,,,
6252984.0,0.053332,,,,,,
6258096.0,0.053366,,,,,,
6262776.0,0.053402,,,,,,
6268356.0,0.053437,,,,,,
6270516.0,0.053446,,,,,,
6274476.0,0.053471,,,,,,
6276780.0,0.053494,,,,,,
6279120.0,0.053498,,,,,,
6281532.0,0.053522,,,,,,
6287040.0,0.05356,,,,,,
6292044.0,0.053579,,,,,,
6293844.0,0.053587,,,,,,
6297912.0,0.053615,,,,,,
6300144.0,0.05362,,,,,,
6303240.0,0.053655,,,,,,
6307452.0,0.053683,,,,,,
6310656.0,0.053699,,,,,,
6314904.0,0.053725,,,,,,
6317424.0,0.053748,,,,,,
6319836.0,0.053748,,,,,,
6322788.0,0.053767,,,,,,
6325056.0,0.053798,,,,,,
6329700.0,0.053824,,,,,,
6333696.0,0.053845,,,,,,
6337368.0,0.053878,,,,,,
6340932.0,0.053891,,,,,,
6343560.0,0.053918,,,,,,
6346728.0,0.053929,,,,,,
6348888.0,0.053947,,,,,,
6350832.0,0.053953,,,,,,
6353460.0,0.053973,,,,,,
6358572.0,0.054002,,,,,,
6360984.0,0.054014,,,,,,
6364512.0,0.054035,,,,,,
6367932.0,0.054059,,,,,,
6370956.0,0.054075,,,,,,
6374016.0,0.054094,,,,,,
6377724.0,0.054107,,,,,,
6380388.0,0.054134,,,,,,
6388056.0,0.054185,,,,,,
6389856.0,0.054198,,,,,,
6392088.0,0.054206,,,,,,
6395328.0,0.054219,,,,,,
6399432.0,0.054257,,,,,,
6401340.0,0.054265,,,,,,
6403248.0,0.05428,,,,,,
6406380.0,0.0543,,,,,,
6412212.0,0.054337,,,,,,
6414480.0,0.05435,,,,,,
6419052.0,0.054374,,,,,,
6423264.0,0.054406,,,,,,
6425964.0,0.054423,,,,,,
6427944.0,0.054446,,,,,,
6431364.0,0.054455,,,,,,
6434064.0,0.054475,,,,,,
6438456.0,0.054486,,,,,,
6443028.0,0.054536,,,,,,
6445188.0,0.054554,,,,,,
6448788.0,0.054573,,,,,,
6454260.0,0.0546,,,,,,
6456780.0,0.054624,,,,,,
6459012.0,0.054616,,,,,,
6462252.0,0.054648,,,,,,
6465924.0,0.054667,,,,,,
6470064.0,0.054695,,,,,,
6472224.0,0.054703,,,,,,
6474312.0,0.054717,,,,,,
6480756.0,0.05475,,,,,,
6485976.0,0.05479,,,,,,
6490656.0,0.054825,,,,,,
6493176.0,0.05483,,,,,,
6496524.0,0.054849,,,,,,
6499620.0,0.054881,,,,,,
6506028.0,0.054919,,,,,,
6509160.0,0.054937,,,,,,
6512328.0,0.054955,,,,,,
6515640.0,0.054966,,,,,,
6517980.0,0.054983,,,,,,
6522804.0,0.055014,,,,,,
6528132.0,0.055056,,,,,,
6530040.0,0.055069,,,,,,
6532344.0,0.05508,,,,,,
6536304.0,0.055099,,,,,,
6539004.0,0.05511,,,,,,
6542676.0,0.055142,,,,,,
6547068.0,0.05518,,,,,,
6550164.0,0.055189,,,,,,
6555276.0,0.055211,,,,,,
6557436.0,0.055221,,,,,,
6563556.0,0.055274,,,,,,
6565428.0,0.055268,,,,,,
6568668.0,0.055306,,,,,,
6572988.0,0.055332,,,,,,
6577200.0,0.055374,,,,,,
6580872.0,0.055399,,,,,,
6586164.0,0.055435,,,,,,
6589872.0,0.055445,,,,,,
6593472.0,0.055473,,,,,,
6596352.0,0.055509,,,,,,
6598836.0,0.055506,,,,,,
6601788.0,0.055536,,,,,,
6605496.0,0.055555,,,,,,
6609456.0,0.055625,,,,,,
6611688.0,0.05562,,,,,,
6613776.0,0.055639,,,,,,
6616080.0,0.055632,,,,,,
6620256.0,0.055649,,,,,,
6623136.0,0.055673,,,,,,
6625692.0,0.055689,,,,,,
6628392.0,0.055702,,,,,,
6630660.0,0.055713,,,,,,
6633468.0,0.055737,,,,,,
6638760.0,0.055774,,,,,,
6640992.0,0.055785,,,,,,
6644700.0,0.055829,,,,,,
6647904.0,0.055816,,,,,,
6650712.0,0.055854,,,,,,
6657516.0,0.055938,,,,,,
6660144.0,0.055962,,,,,,
6664464.0,0.055994,,,,,,
6667128.0,0.056012,,,,,,
6669036.0,0.056023,,,,,,
6672996.0,0.056053,,,,,,
6675876.0,0.056068,,,,,,
6678648.0,0.056094,,,,,,
6680736.0,0.056142,,,,,,
6683400.0,0.056144,,,,,,
6686172.0,0.056133,,,,,,
6688620.0,0.056132,,,,,,
6690420.0,0.056145,,,,,,
6695064.0,0.056145,,,,,,
6697152.0,0.056161,,,,,,
6701544.0,0.056165,,,,,,
6705504.0,0.056199,,,,,,
6709392.0,0.056239,,,,,,
6711552.0,0.056259,,,,,,
6717744.0,0.056278,,,,,,
6721236.0,0.056385,,,,,,
6723720.0,0.056404,,,,,,
6726060.0,0.056429,,,,,,
6728148.0,0.056445,,,,,,
6733152.0,0.056477,,,,,,
6735960.0,0.0565,,,,,,
6739092.0,0.056504,,,,,,
6742800.0,0.056537,,,,,,
6748344.0,0.056565,,,,,,
6751800.0,0.056584,,,,,,
6756912.0,0.056626,,,,,,
6761376.0,0.056639,,,,,,
6764724.0,0.056644,,,,,,
6766956.0,0.056688,,,,,,
6769764.0,0.056711,,,,,,
6771636.0,0.056708,,,,,,
6775164.0,0.056736,,,,,,
6779160.0,0.056743,,,,,,
6782148.0,0.056783,,,,,,
6784380.0,0.056782,,,,,,
6789096.0,0.056815,,,,,,
6792372.0,0.056828,,,,,,
6796620.0,0.056853,,,,,,
6799140.0,0.056862,,,,,,
6802560.0,0.056897,,,,,,
6805512.0,0.056907,,,,,,
6808824.0,0.056936,,,,,,
6812496.0,0.056965,,,,,,
6815952.0,0.056976,,,,,,
6818436.0,0.057,,,,,,
6820884.0,0.057,,,,,,
6824088.0,0.057022,,,,,,
6825924.0,0.057039,,,,,,
6829344.0,0.057065,,,,,,
6833196.0,0.057076,,,,,,
6836976.0,0.057103,,,,,,
6840648.0,0.057123,,,,,,
6843816.0,0.057145,,,,,,
6847920.0,0.057179,,,,,,
6851412.0,0.057198,,,,,,
6853752.0,0.057202,,,,,,
6861060.0,0.057256,,,,,,
6863904.0,0.057273,,,,,,
6867144.0,0.057286,,,,,,
6868980.0,0.057301,,,,,,
6874236.0,0.05733,,,,,,
6877692.0,0.057352,,,,,,
6880356.0,0.057367,,,,,,
6884028.0,0.057391,,,,,,
6887304.0,0.057406,,,,,,
6891084.0,0.057436,,,,,,
6897348.0,0.057474,,,,,,
6899328.0,0.057471,,,,,,
6901668.0,0.057501,,,,,,
6904080.0,0.057517,,,,,,
6907608.0,0.057529,,,,,,
6910380.0,0.05755,,,,,,
6913980.0,0.057572,,,,,,
6915852.0,0.057587,,,,,,
6918120.0,0.057594,,,,,,
6921324.0,0.057601,,,,,,
6924492.0,0.057638,,,,,,
6926904.0,0.057657,,,,,,
6930324.0,0.057678,,,,,,
6932484.0,0.057685,,,,,,
6935256.0,0.057704,,,,,,
6942708.0,0.057756,,,,,,
6946704.0,0.057775,,,,,,
6948684.0,0.057786,,,,,,
6956028.0,0.057821,,,,,,
6958548.0,0.057837,,,,,,
6966072.0,0.057896,,,,,,
6968340.0,0.057908,,,,,,
6972372.0,0.057935,,,,,,
6974604.0,0.057946,,,,,,
6977412.0,0.057955,,,,,,
6980184.0,0.057979,,,,,,
6982272.0,0.057988,,,,,,
6987636.0,0.058013,,,,,,
6989976.0,0.05804,,,,,,
6993936.0,0.058049,,,,,,
6997464.0,0.058081,,,,,,
7002036.0,0.058105,,,,,,
7007184.0,0.058146,,,,,,
7009596.0,0.058154,,,,,,
7014060.0,0.058182,,,,,,
7016400.0,0.058203,,,,,,
7018668.0,0.058211,,,,,,
7021368.0,0.058223,,,,,,
7023888.0,0.058249,,,,,,
7027128.0,0.058263,,,,,,
7030512.0,0.05829,,,,,,
7032924.0,0.058298,,,,,,
7036884.0,0.058319,,,,,,
7038792.0,0.05833,,,,,,
7042536.0,0.058351,,,,,,
7044624.0,0.058368,,,,,,
7046712.0,0.05838,,,,,,
7049484.0,0.058401,,,,,,
7051752.0,0.058407,,,,,,
7054164.0,0.058426,,,,,,
7056864.0,0.058443,,,,,,
7059024.0,0.058455,,,,,,
7062984.0,0.058485,,,,,,
7068996.0,0.058521,,,,,,
7071948.0,0.058524,,,,,,
7074108.0,0.058544,,,,,,
7078212.0,0.05857,,,,,,
7082280.0,0.058601,,,,,,
7084872.0,0.058605,,,,,,
7088400.0,0.058635,,,,,,
7091460.0,0.058629,,,,,,
7094844.0,0.058674,,,,,,
7100424.0,0.058716,,,,,,
7102656.0,0.058723,,,,,,
7108092.0,0.058762,,,,,,
7110216.0,0.058779,,,,,,
7112484.0,0.058784,,,,,,
7116156.0,0.058807,,,,,,
7119576.0,0.058834,,,,,,
7124976.0,0.058864,,,,,,
7128720.0,0.058877,,,,,,
7134840.0,0.058925,,,,,,
7137108.0,0.058939,,,,,,
7139448.0,0.058958,,,,,,
7143588.0,0.058971,,,,,,
7146252.0,0.058998,,,,,,
7150320.0,0.059013,,,,,,
7152264.0,0.059025,,,,,,
7155072.0,0.059053,,,,,,
7159032.0,0.059064,,,,,,
7163172.0,0.059101,,,,,,
7167744.0,0.059126,,,,,,
7171236.0,0.059145,,,,,,
7173468.0,0.059162,,,,,,
7176276.0,0.059175,,,,,,
7179588.0,0.059192,,,,,,
7186608.0,0.059224,,,,,,
7194492.0,0.05929,,,,,,
7199712.0,0.059322,,,,,,
7201692.0,0.059321,,,,,,
7205940.0,0.059369,,,,,,
7208604.0,0.059387,,,,,,
7210800.0,0.059404,,,,,,
7216632.0,0.059414,,,,,,
7220412.0,0.059445,,,,,,
7224912.0,0.059479,,,,,,
7227216.0,0.059508,,,,,,
7230096.0,0.059521,,,,,,
7232976.0,0.059543,,,,,,
7236648.0,0.059552,,,,,,
7241688.0,0.059574,,,,,,
7245468.0,0.059614,,,,,,
7250400.0,0.05964,,,,,,
7255080.0,0.059671,,,,,,
7258140.0,0.059681,,,,,,
7262100.0,0.059729,,,,,,
7265052.0,0.059745,,,,,,
7270344.0,0.059777,,,,,,
7272252.0,0.059779,,,,,,
7275456.0,0.059798,,,,,,
7278156.0,0.059822,,,,,,
7282044.0,0.059843,,,,,,
7286616.0,0.059887,,,,,,
7288704.0,0.059888,,,,,,
7291584.0,0.059897,,,,,,
7293924.0,0.059911,,,,,,
7296156.0,0.059935,,,,,,
7298496.0,0.059953,,,,,,
7304508.0,0.059987,,,,,,
7307892.0,0.06001,,,,,,
7309980.0,0.060011,,,,,,
7312212.0,0.060021,,,,,,
7315020.0,0.060054,,,,,,
7318800.0,0.060067,,,,,,
7321932.0,0.060091,,,,,,
7324884.0,0.060094,,,,,,
7329816.0,0.060141,,,,,,
7336224.0,0.060191,,,,,,
7340976.0,0.06022,,,,,,
7344144.0,0.060229,,,,,,
7347708.0,0.060259,,,,,,
7349508.0,0.060277,,,,,,
7352460.0,0.060288,,,,,,
7354260.0,0.060302,,,,,,
7356348.0,0.060303,,,,,,
7358580.0,0.060313,,,,,,
7360956.0,0.06034,,,,,,
7365168.0,0.060354,,,,,,
7367580.0,0.060385,,,,,,
7373088.0,0.0604,,,,,,
7375284.0,0.060438,,,,,,
7378092.0,0.060442,,,,,,
7381404.0,0.060467,,,,,,
7383744.0,0.06048,,,,,,
7387596.0,0.060504,,,,,,
7396776.0,0.060553,,,,,,
7399044.0,0.060572,,,,,,
7402968.0,0.060591,,,,,,
7405704.0,0.060617,,,,,,
7408584.0,0.06064,,,,,,
7411176.0,0.060652,,,,,,
7414056.0,0.060686,,,,,,
7417368.0,0.060703,,,,,,
7420140.0,0.060718,,,,,,
7424892.0,0.060748,,,,,,
7427268.0,0.060765,,,,,,
7430580.0,0.060776,,,,,,
7432884.0,0.060786,,,,,,
7435944.0,0.060809,,,,,,
7441344.0,0.060842,,,,,,
7443720.0,0.060848,,,,,,
7445916.0,0.060879,,,,,,
7448076.0,0.060888,,,,,,
7453764.0,0.060925,,,,,,
7456176.0,0.060942,,,,,,
7457976.0,0.060947,,,,,,
7462044.0,0.060971,,,,,,
7464816.0,0.060982,,,,,,
7467336.0,0.061012,,,,,,
7470036.0,0.06101,,,,,,
7475256.0,0.061058,,,,,,
7479360.0,0.061076,,,,,,
7483032.0,0.061101,,,,,,
7486668.0,0.061125,,,,,,
7490952.0,0.061132,,,,,,
7494984.0,0.061163,,,,,,
7497072.0,0.061171,,,,,,
7499952.0,0.061196,,,,,,
7504164.0,0.061202,,,,,,
7506504.0,0.061229,,,,,,
7509024.0,0.061242,,,,,,
7511184.0,0.061259,,,,,,
7514496.0,0.06128,,,,,,
7518276.0,0.061305,,,,,,
7520544.0,0.061321,,,,,,
7526556.0,0.061358,,,,,,
7528788.0,0.061386,,,,,,
7531920.0,0.061401,,,,,,
7534620.0,0.061412,,,,,,
7537248.0,0.061424,,,,,,
7541208.0,0.061446,,,,,,
7543332.0,0.061451,,,,,,
7545420.0,0.061481,,,,,,
7548012.0,0.061485,,,,,,
7550820.0,0.061517,,,,,,
7554780.0,0.06153,,,,,,
7558020.0,0.061553,,,,,,
7559964.0,0.061564,,,,,,
7563132.0,0.06158,,,,,,
7565724.0,0.061605,,,,,,
7568856.0,0.061615,,,,,,
7570944.0,0.061641,,,,,,
7574184.0,0.061655,,,,,,
7576704.0,0.06168,,,,,,
7579728.0,0.06168,,,,,,
7583220.0,0.06171,,,,,,
7587036.0,0.06174,,,,,,
7591680.0,0.06177,,,,,,
7597152.0,0.061798,,,,,,
7602048.0,0.06184,,,,,,
7605540.0,0.061854,,,,,,
7609500.0,0.061881,,,,,,
7611732.0,0.061901,,,,,,
7614720.0,0.061901,,,,,,
7620192.0,0.061942,,,,,,
7624404.0,0.061973,,,,,,
7626996.0,0.061993,,,,,,
7630308.0,0.062004,,,,,,
7635708.0,0.062024,,,,,,
7638588.0,0.062054,,,,,,
7644888.0,0.062087,,,,,,
7647336.0,0.062101,,,,,,
7650180.0,0.062132,,,,,,
7653672.0,0.062151,,,,,,
7656048.0,0.062174,,,,,,
7661232.0,0.062197,,,,,,
7664292.0,0.062214,,,,,,
7667604.0,0.062221,,,,,,
7672284.0,0.062266,,,,,,
7674264.0,0.062283,,,,,,
7677504.0,0.062298,,,,,,
7679844.0,0.062316,,,,,,
7682076.0,0.062307,,,,,,
7685316.0,0.062336,,,,,,
7687224.0,0.062349,,,,,,
7691184.0,0.062375,,,,,,
7695216.0,0.062405,,,,,,
7697556.0,0.062418,,,,,,
7701948.0,0.062451,,,,,,
7705548.0,0.062457,,,,,,
7710840.0,0.062513,,,,,,
7713000.0,0.062522,,,,,,
7716132.0,0.062528,,,,,,
7720704.0,0.062569,,,,,,
7723080.0,0.062584,,,,,,
7726500.0,0.062604,,,,,,
7729020.0,0.06262,,,,,,
7731972.0,0.06264,,,,,,
7735752.0,0.062666,,,,,,
7738164.0,0.062666,,,,,,
7740144.0,0.062683,,,,,,
7744716.0,0.062721,,,,,,
7747596.0,0.06274,,,,,,
7750404.0,0.062756,,,,,,
7754796.0,0.062768,,,,,,
7757100.0,0.062798,,,,,,
7759116.0,0.062805,,,,,,
7762176.0,0.062811,,,,,,
7765200.0,0.062843,,,,,,
7769088.0,0.062869,,,,,,
7771392.0,0.062876,,,,,,
7773588.0,0.0629,,,,,,
7776000.0,0.062894,,,,,,
7780140.0,0.062925,,,,,,
7783560.0,0.062944,,,,,,
7786764.0,0.062978,,,,,,
7789392.0,0.062994,,,,,,
7792812.0,0.063011,,,,,,
7796772.0,0.063039,,,,,,
7800984.0,0.063049,,,,,,
7806708.0,0.063096,,,,,,
7809768.0,0.063123,,,,,,
7812936.0,0.063143,,,,,,
7815888.0,0.063158,,,,,,
7818120.0,0.063152,,,,,,
7820208.0,0.063184,,,,,,
7823268.0,0.063202,,,,,,
7827372.0,0.063236,,,,,,
7830612.0,0.063247,,,,,,
7833240.0,0.06325,,,,,,
7836300.0,0.063254,,,,,,
7838964.0,0.0633,,,,,,
7841520.0,0.063305,,,,,,
7844904.0,0.06333,,,,,,
7847892.0,0.063346,,,,,,
7853076.0,0.063388,,,,,,
7855092.0,0.063406,,,,,,
7857936.0,0.063418,,,,,,
7859736.0,0.06342,,,,,,
7863588.0,0.063443,,,,,,
7867440.0,0.063474,,,,,,
7869636.0,0.063484,,,,,,
7871580.0,0.0635,,,,,,
7875000.0,0.06351,,,,,,
7879428.0,0.063531,,,,,,
7881480.0,0.063545,,,,,,
7884792.0,0.063562,,,,,,
7887312.0,0.063589,,,,,,
7891380.0,0.063611,,,,,,
7895124.0,0.06364,,,,,,
7897752.0,0.063655,,,,,,
7901172.0,0.063668,,,,,,
7903584.0,0.063676,,,,,,
7906896.0,0.063703,,,,,,
7909056.0,0.063701,,,,,,
7911576.0,0.063745,,,,,,
7914888.0,0.063764,,,,,,
7920036.0,0.063788,,,,,,
7922016.0,0.063802,,,,,,
7924284.0,0.063823,,,,,,
7927920.0,0.063851,,,,,,
7931628.0,0.063871,,,,,,
7937712.0,0.063905,,,,,,
7940520.0,0.063926,,,,,,
7942428.0,0.063927,,,,,,
7944660.0,0.063949,,,,,,
7948764.0,0.06396,,,,,,
7951752.0,0.064004,,,,,,
7954200.0,0.064009,,,,,,
7956504.0,0.064028,,,,,,
7959564.0,0.064031,,,,,,
7964604.0,0.064078,,,,,,
7967736.0,0.064092,,,,,,
7971408.0,0.064117,,,,,,
7973676.0,0.064128,,,,,,
7976124.0,0.064132,,,,,,
7979328.0,0.064152,,,,,,
7983540.0,0.064176,,,,,,
7986420.0,0.064209,,,,,,
7988400.0,0.064211,,,,,,
7993908.0,0.064259,,,,,,
7997652.0,0.064275,,,,,,
8000568.0,0.064289,,,,,,
8003808.0,0.064292,,,,,,
8005932.0,0.064325,,,,,,
8009712.0,0.064341,,,,,,
8014464.0,0.064367,,,,,,
8019216.0,0.064406,,,,,,
8021736.0,0.064404,,,,,,
8024544.0,0.064428,,,,,,
8026992.0,0.064455,,,,,,
8030664.0,0.064457,,,,,,
8036748.0,0.064513,,,,,,
8038728.0,0.064536,,,,,,
8041896.0,0.064535,,,,,,
8045388.0,0.064577,,,,,,
8048556.0,0.064587,,,,,,
8051076.0,0.064602,,,,,,
8053272.0,0.064619,,,,,,
8058240.0,0.064622,,,,,,
8060472.0,0.064665,,,,,,
8065224.0,0.064698,,,,,,
8068500.0,0.06471,,,,,,
8071344.0,0.064733,,,,,,
8073720.0,0.064733,,,,,,
8076456.0,0.064774,,,,,,
8079696.0,0.06479,,,,,,
8084052.0,0.064807,,,,,,
8086284.0,0.064833,,,,,,
8088804.0,0.064849,,,,,,
8091324.0,0.064855,,,,,,
8094636.0,0.064882,,,,,,
8097156.0,0.064892,,,,,,
8099208.0,0.064902,,,,,,
8103996.0,0.064928,,,,,,
8107020.0,0.064958,,,,,,
8109828.0,0.064977,,,,,,
8112240.0,0.064999,,,,,,
8115192.0,0.065013,,,,,,
8117712.0,0.064999,,,,,,
8119728.0,0.065049,,,,,,
8122320.0,0.065055,,,,,,
8126280.0,0.065075,,,,,,
8130204.0,0.065112,,,,,,
8133444.0,0.065128,,,,,,
8135316.0,0.06514,,,,,,
8138376.0,0.065157,,,,,,
8143128.0,0.065181,,,,,,
8147376.0,0.065209,,,,,,
8149968.0,0.065225,,,,,,
8156556.0,0.065269,,,,,,
8161776.0,0.065307,,,,,,
8163720.0,0.065298,,,,,,
8167428.0,0.065329,,,,,,
8169300.0,0.065347,,,,,,
8172468.0,0.065363,,,,,,
8174700.0,0.065392,,,,,,
8177220.0,0.065399,,,,,,
8179560.0,0.065416,,,,,,
8181360.0,0.065416,,,,,,
8185572.0,0.065461,,,,,,
8189604.0,0.065487,,,,,,
8195076.0,0.065516,,,,,,
8197452.0,0.065518,,,,,,
8200152.0,0.06554,,,,,,
8203248.0,0.06557,,,,,,
8208288.0,0.065595,,,,,,
8210808.0,0.065614,,,,,,
8213868.0,0.065623,,,,,,
8217216.0,0.06564,,,,,,
8221248.0,0.065687,,,,,,
8224848.0,0.065703,,,,,,
8229420.0,0.065726,,,,,,
8234820.0,0.065738,,,,,,
8236980.0,0.065773,,,,,,
8241192.0,0.0658,,,,,,
8244792.0,0.065808,,,,,,
8248212.0,0.065849,,,,,,
8252172.0,0.065857,,,,,,
8255196.0,0.065882,,,,,,
8260128.0,0.065913,,,,,,
8263908.0,0.06593,,,,,,
8267688.0,0.065966,,,,,,
8270496.0,0.065977,,,,,,
8272656.0,0.065996,,,,,,
8274816.0,0.066005,,,,,,
8278128.0,0.066028,,,,,,
8280936.0,0.066033,,,,,,
8284680.0,0.066066,,,,,,
8289288.0,0.066084,,,,,,
8291628.0,0.066105,,,,,,
8294832.0,0.066136,,,,,,
8297640.0,0.066149,,,,,,
8299872.0,0.066146,,,,,,
8302284.0,0.066185,,,,,,
8305236.0,0.066206,,,,,,
8308224.0,0.066204,,,,,,
8312076.0,0.066231,,,,,,
