time,strain,temp,type,title,max_strain,strain_rate,youngs,poissons
0.2366,1.71E-06,25,cyclic-time-strain,cyclic-time-strain,0.015,4.30E-04,157000,0.3
1881.8425,0.01006,,,,,,,,
1881.9425,0.0101,,,,,,,,
1882.0425,0.01015,,,,,,,,
1882.1425,0.01021,,,,,,,,
1882.2424,0.01025,,,,,,,,
1882.3425,0.01028,,,,,,,,
1882.4425,0.01032,,,,,,,,
1882.5425,0.01037,,,,,,,,
1882.6425,0.01041,,,,,,,,
1882.7424,0.01045,,,,,,,,
1882.8425,0.01048,,,,,,,,
1882.9425,0.01054,,,,,,,,
1883.0425,0.01059,,,,,,,,
1883.1425,0.01061,,,,,,,,
1883.2424,0.01067,,,,,,,,
1883.3425,0.01072,,,,,,,,
1883.4425,0.01077,,,,,,,,
1883.5425,0.01078,,,,,,,,
1883.6425,0.01083,,,,,,,,
1883.7424,0.01088,,,,,,,,
1883.8425,0.0109,,,,,,,,
1883.9425,0.01094,,,,,,,,
1884.0425,0.01099,,,,,,,,
1884.1425,0.01105,,,,,,,,
1884.2424,0.01111,,,,,,,,
1884.3425,0.01114,,,,,,,,
1884.4425,0.01117,,,,,,,,
1884.5425,0.01122,,,,,,,,
1884.6425,0.01125,,,,,,,,
1884.7424,0.01128,,,,,,,,
1884.8425,0.01134,,,,,,,,
1884.9425,0.01139,,,,,,,,
1885.0425,0.01142,,,,,,,,
1885.1425,0.01145,,,,,,,,
1885.2424,0.01153,,,,,,,,
1885.3425,0.01155,,,,,,,,
1885.4425,0.01161,,,,,,,,
1885.5425,0.01165,,,,,,,,
1885.6425,0.01169,,,,,,,,
1885.7424,0.01172,,,,,,,,
1885.8425,0.01174,,,,,,,,
1885.9425,0.01182,,,,,,,,
1886.0425,0.01187,,,,,,,,
1886.1425,0.01192,,,,,,,,
1886.2424,0.01194,,,,,,,,
1886.3425,0.01199,,,,,,,,
1886.4425,0.01205,,,,,,,,
1886.5425,0.01205,,,,,,,,
1886.6425,0.01209,,,,,,,,
1886.7424,0.01214,,,,,,,,
1886.8425,0.0122,,,,,,,,
1886.9425,0.01221,,,,,,,,
1887.0425,0.01228,,,,,,,,
1887.1425,0.01232,,,,,,,,
1887.2424,0.01236,,,,,,,,
1887.3425,0.0124,,,,,,,,
1887.4425,0.01244,,,,,,,,
1887.5425,0.01248,,,,,,,,
1887.6425,0.01254,,,,,,,,
1887.7424,0.01255,,,,,,,,
1887.8425,0.0126,,,,,,,,
1887.9425,0.01265,,,,,,,,
1888.0425,0.01269,,,,,,,,
1888.1425,0.01274,,,,,,,,
1888.2424,0.01278,,,,,,,,
1888.3425,0.01284,,,,,,,,
1888.4425,0.01287,,,,,,,,
1888.5425,0.01291,,,,,,,,
1888.6425,0.01293,,,,,,,,
1888.7424,0.01299,,,,,,,,
1888.8425,0.01304,,,,,,,,
1888.9425,0.01309,,,,,,,,
1889.0425,0.01313,,,,,,,,
1889.1425,0.01318,,,,,,,,
1889.2424,0.0132,,,,,,,,
1889.3425,0.01324,,,,,,,,
1889.4425,0.01329,,,,,,,,
1889.5425,0.01334,,,,,,,,
1889.6425,0.01336,,,,,,,,
1889.7424,0.0134,,,,,,,,
1889.8425,0.01345,,,,,,,,
1889.9425,0.01351,,,,,,,,
1890.0425,0.01352,,,,,,,,
1890.1425,0.01358,,,,,,,,
1890.2424,0.01362,,,,,,,,
1890.3425,0.01367,,,,,,,,
1890.4425,0.01371,,,,,,,,
1890.5425,0.01372,,,,,,,,
1890.6425,0.0138,,,,,,,,
1890.7424,0.01384,,,,,,,,
1890.8425,0.01389,,,,,,,,
1890.9425,0.01394,,,,,,,,
1891.0425,0.01397,,,,,,,,
1891.1425,0.01402,,,,,,,,
1891.2424,0.01402,,,,,,,,
1891.3425,0.01405,,,,,,,,
1891.4425,0.01413,,,,,,,,
1891.5425,0.01416,,,,,,,,
1891.6425,0.01424,,,,,,,,
1891.7424,0.01425,,,,,,,,
1891.8425,0.01431,,,,,,,,
1891.9425,0.01434,,,,,,,,
1892.0425,0.01438,,,,,,,,
1892.1425,0.01442,,,,,,,,
1892.2424,0.01448,,,,,,,,
1892.3425,0.01451,,,,,,,,
1892.4425,0.01455,,,,,,,,
1892.5425,0.01459,,,,,,,,
1892.6425,0.01463,,,,,,,,
1892.7424,0.01468,,,,,,,,
1892.8425,0.01472,,,,,,,,
1892.9425,0.01477,,,,,,,,
1893.0425,0.0148,,,,,,,,
1893.1425,0.01479,,,,,,,,
1893.2424,0.01477,,,,,,,,
1893.3425,0.01473,,,,,,,,
1893.4425,0.0147,,,,,,,,
1893.5425,0.01469,,,,,,,,
1893.6425,0.01464,,,,,,,,
1893.7424,0.01462,,,,,,,,
1893.8425,0.01457,,,,,,,,
1893.9425,0.01452,,,,,,,,
1894.0425,0.01449,,,,,,,,
1894.1425,0.01447,,,,,,,,
1894.2424,0.01444,,,,,,,,
1894.3425,0.01439,,,,,,,,
1894.4425,0.01433,,,,,,,,
1894.5425,0.01433,,,,,,,,
1894.6425,0.01429,,,,,,,,
1894.7424,0.01425,,,,,,,,
1894.8425,0.0142,,,,,,,,
1894.9425,0.01418,,,,,,,,
1895.0425,0.01414,,,,,,,,
1895.1425,0.01409,,,,,,,,
1895.2424,0.01404,,,,,,,,
1895.3425,0.01402,,,,,,,,
1895.4425,0.01399,,,,,,,,
1895.5425,0.01395,,,,,,,,
1895.6425,0.01391,,,,,,,,
1895.7424,0.01386,,,,,,,,
1895.8425,0.0138,,,,,,,,
1895.9425,0.0138,,,,,,,,
1896.0425,0.01374,,,,,,,,
1896.1425,0.01373,,,,,,,,
1896.2424,0.01368,,,,,,,,
1896.3425,0.01364,,,,,,,,
1896.4425,0.0136,,,,,,,,
1896.5425,0.01357,,,,,,,,
1896.6425,0.01351,,,,,,,,
1896.7424,0.01349,,,,,,,,
1896.8425,0.01344,,,,,,,,
1896.9425,0.01342,,,,,,,,
1897.0425,0.01337,,,,,,,,
1897.1425,0.01333,,,,,,,,
1897.2424,0.01332,,,,,,,,
1897.3425,0.01327,,,,,,,,
1897.4425,0.01322,,,,,,,,
1897.5425,0.01318,,,,,,,,
1897.6425,0.01319,,,,,,,,
1897.7424,0.0131,,,,,,,,
1897.8425,0.01307,,,,,,,,
1897.9425,0.01301,,,,,,,,
1898.0425,0.01301,,,,,,,,
1898.1425,0.01298,,,,,,,,
1898.2424,0.01291,,,,,,,,
1898.3425,0.01287,,,,,,,,
1898.4425,0.01286,,,,,,,,
1898.5425,0.0128,,,,,,,,
1898.6425,0.01276,,,,,,,,
1898.7424,0.01271,,,,,,,,
1898.8425,0.01269,,,,,,,,
1898.9425,0.01263,,,,,,,,
1899.0425,0.0126,,,,,,,,
1899.1425,0.01255,,,,,,,,
1899.2424,0.01254,,,,,,,,
1899.3425,0.01247,,,,,,,,
1899.4425,0.01247,,,,,,,,
1899.5425,0.01241,,,,,,,,
1899.6425,0.01238,,,,,,,,
1899.7424,0.01235,,,,,,,,
1899.8425,0.01229,,,,,,,,
1899.9425,0.01227,,,,,,,,
1900.0425,0.01224,,,,,,,,
1900.1425,0.01218,,,,,,,,
1900.2424,0.01214,,,,,,,,
1900.3425,0.01212,,,,,,,,
1900.4425,0.01208,,,,,,,,
1900.5425,0.01203,,,,,,,,
1900.6425,0.01198,,,,,,,,
1900.7424,0.01196,,,,,,,,
1900.8425,0.01191,,,,,,,,
1900.9425,0.01189,,,,,,,,
1901.0425,0.01187,,,,,,,,
1901.1425,0.01184,,,,,,,,
1901.2424,0.01178,,,,,,,,
1901.3425,0.01174,,,,,,,,
1901.4425,0.0117,,,,,,,,
1901.5425,0.01165,,,,,,,,
1901.6425,0.01163,,,,,,,,
1901.7424,0.01156,,,,,,,,
1901.8425,0.01153,,,,,,,,
1901.9425,0.01149,,,,,,,,
1902.0425,0.01145,,,,,,,,
1902.1425,0.01139,,,,,,,,
1902.2424,0.01136,,,,,,,,
1902.3425,0.01134,,,,,,,,
1902.4425,0.01128,,,,,,,,
1902.5425,0.01126,,,,,,,,
1902.6425,0.01122,,,,,,,,
1902.7424,0.01116,,,,,,,,
1902.8425,0.01112,,,,,,,,
1902.9425,0.01107,,,,,,,,
1903.0425,0.01107,,,,,,,,
1903.1425,0.01101,,,,,,,,
1903.2424,0.01097,,,,,,,,
1903.3425,0.01093,,,,,,,,
1903.4425,0.0109,,,,,,,,
1903.5425,0.01085,,,,,,,,
1903.6425,0.0108,,,,,,,,
1903.7424,0.01076,,,,,,,,
1903.8425,0.01074,,,,,,,,
1903.9425,0.01069,,,,,,,,
1904.0425,0.01065,,,,,,,,
1904.1425,0.0106,,,,,,,,
1904.2424,0.01055,,,,,,,,
1904.3425,0.01054,,,,,,,,
1904.4425,0.01047,,,,,,,,
1904.5425,0.01044,,,,,,,,
1904.6425,0.01041,,,,,,,,
1904.7424,0.01035,,,,,,,,
1904.8425,0.0103,,,,,,,,
1904.9425,0.01028,,,,,,,,
1905.0425,0.01025,,,,,,,,
1905.1425,0.01019,,,,,,,,
1905.2424,0.01015,,,,,,,,
1905.3425,0.01011,,,,,,,,
1905.4425,0.01008,,,,,,,,
1905.5425,0.01003,,,,,,,,
1905.6425,0.01001,,,,,,,,
1905.7424,0.00995,,,,,,,,
1905.8425,0.00993,,,,,,,,
1905.9425,0.00987,,,,,,,,
1906.0425,0.00982,,,,,,,,
1906.1425,0.00979,,,,,,,,
1906.2424,0.00972,,,,,,,,
1906.3425,0.00971,,,,,,,,
1906.4425,0.00966,,,,,,,,
1906.5425,0.00962,,,,,,,,
1906.6425,0.00958,,,,,,,,
1906.7424,0.00954,,,,,,,,
1906.8425,0.0095,,,,,,,,
1906.9425,0.00947,,,,,,,,
1907.0425,0.00943,,,,,,,,
1907.1425,0.00938,,,,,,,,
1907.2424,0.00931,,,,,,,,
1907.3425,0.00929,,,,,,,,
1907.4425,0.00924,,,,,,,,
1907.5425,0.00921,,,,,,,,
1907.6425,0.00917,,,,,,,,
1907.7424,0.00913,,,,,,,,
1907.8425,0.0091,,,,,,,,
1907.9425,0.00903,,,,,,,,
1908.0425,0.009,,,,,,,,
1908.1425,0.00898,,,,,,,,
1908.2424,0.00892,,,,,,,,
1908.3425,0.00888,,,,,,,,
1908.4425,0.00884,,,,,,,,
1908.5425,0.00881,,,,,,,,
1908.6425,0.00875,,,,,,,,
1908.7424,0.00873,,,,,,,,
1908.8425,0.0087,,,,,,,,
1908.9425,0.00863,,,,,,,,
1909.0425,0.0086,,,,,,,,
1909.1425,0.00854,,,,,,,,
1909.2424,0.00853,,,,,,,,
1909.3425,0.00849,,,,,,,,
1909.4425,0.00842,,,,,,,,
1909.5425,0.00838,,,,,,,,
1909.6425,0.00835,,,,,,,,
1909.7424,0.00831,,,,,,,,
1909.8425,0.00824,,,,,,,,
1909.9425,0.00822,,,,,,,,
1910.0425,0.00819,,,,,,,,
1910.1425,0.00814,,,,,,,,
1910.2424,0.0081,,,,,,,,
1910.3425,0.00807,,,,,,,,
1910.4425,0.00803,,,,,,,,
1910.5425,0.00796,,,,,,,,
1910.6425,0.00793,,,,,,,,
1910.7424,0.0079,,,,,,,,
1910.8425,0.00785,,,,,,,,
1910.9425,0.0078,,,,,,,,
1911.0425,0.00776,,,,,,,,
1911.1425,0.00774,,,,,,,,
1911.2424,0.0077,,,,,,,,
1911.3425,0.00765,,,,,,,,
1911.4425,0.00761,,,,,,,,
1911.5425,0.00756,,,,,,,,
1911.6425,0.00754,,,,,,,,
1911.7424,0.00747,,,,,,,,
1911.8425,0.00744,,,,,,,,
1911.9425,0.0074,,,,,,,,
1912.0425,0.00734,,,,,,,,
1912.1425,0.0073,,,,,,,,
1912.2424,0.00725,,,,,,,,
1912.3425,0.00724,,,,,,,,
1912.4425,0.00718,,,,,,,,
1912.5425,0.00714,,,,,,,,
1912.6425,0.0071,,,,,,,,
1912.7424,0.00705,,,,,,,,
1912.8425,0.00701,,,,,,,,
1912.9425,0.00696,,,,,,,,
1913.0425,0.00695,,,,,,,,
1913.1425,0.00689,,,,,,,,
1913.2424,0.00685,,,,,,,,
1913.3425,0.00681,,,,,,,,
1913.4425,0.00678,,,,,,,,
1913.5425,0.00674,,,,,,,,
1913.6425,0.00667,,,,,,,,
1913.7424,0.00663,,,,,,,,
1913.8425,0.0066,,,,,,,,
1913.9425,0.00656,,,,,,,,
1914.0425,0.0065,,,,,,,,
1914.1425,0.00648,,,,,,,,
1914.2424,0.00643,,,,,,,,
1914.3425,0.00639,,,,,,,,
1914.4425,0.00634,,,,,,,,
1914.5425,0.00631,,,,,,,,
1914.6425,0.00627,,,,,,,,
1914.7424,0.00623,,,,,,,,
1914.8425,0.00618,,,,,,,,
1914.9425,0.00614,,,,,,,,
1915.0425,0.0061,,,,,,,,
1915.1425,0.00603,,,,,,,,
1915.2424,0.006,,,,,,,,
1915.3425,0.00596,,,,,,,,
1915.4425,0.00593,,,,,,,,
1915.5425,0.00586,,,,,,,,
1915.6425,0.00581,,,,,,,,
1915.7424,0.00581,,,,,,,,
1915.8425,0.00575,,,,,,,,
1915.9425,0.00572,,,,,,,,
1916.0425,0.00566,,,,,,,,
1916.1425,0.00566,,,,,,,,
1916.2424,0.00558,,,,,,,,
1916.3425,0.00554,,,,,,,,
1916.4425,0.0055,,,,,,,,
1916.5425,0.00544,,,,,,,,
1916.6425,0.00543,,,,,,,,
1916.7424,0.00538,,,,,,,,
1916.8425,0.00535,,,,,,,,
1916.9425,0.0053,,,,,,,,
1917.0425,0.00527,,,,,,,,
1917.1425,0.00519,,,,,,,,
1917.2424,0.00517,,,,,,,,
1917.3425,0.00513,,,,,,,,
1917.4425,0.00509,,,,,,,,
1917.5425,0.00503,,,,,,,,
1917.6425,0.00501,,,,,,,,
1917.7424,0.00497,,,,,,,,
1917.8425,0.00493,,,,,,,,
1917.9425,0.00488,,,,,,,,
1918.0425,0.00483,,,,,,,,
1918.1425,0.0048,,,,,,,,
1918.2424,0.00473,,,,,,,,
1918.3425,0.00471,,,,,,,,
1918.4425,0.00466,,,,,,,,
1918.5425,0.00462,,,,,,,,
1918.6425,0.00457,,,,,,,,
1918.7424,0.00454,,,,,,,,
1918.8425,0.00451,,,,,,,,
1918.9425,0.00444,,,,,,,,
1919.0425,0.00442,,,,,,,,
1919.1425,0.00435,,,,,,,,
1919.2424,0.00435,,,,,,,,
1919.3425,0.00429,,,,,,,,
1919.4425,0.00426,,,,,,,,
1919.5425,0.0042,,,,,,,,
1919.6425,0.00418,,,,,,,,
1919.7424,0.00411,,,,,,,,
1919.8425,0.00406,,,,,,,,
1919.9425,0.00404,,,,,,,,
1920.0425,0.004,,,,,,,,
1920.1425,0.00395,,,,,,,,
1920.2424,0.0039,,,,,,,,
1920.3425,0.00385,,,,,,,,
1920.4425,0.00385,,,,,,,,
1920.5425,0.00378,,,,,,,,
1920.6425,0.00375,,,,,,,,
1920.7424,0.00373,,,,,,,,
1920.8425,0.00364,,,,,,,,
1920.9425,0.00361,,,,,,,,
1921.0425,0.00357,,,,,,,,
1921.1425,0.00353,,,,,,,,
1921.2424,0.00349,,,,,,,,
1921.3425,0.00345,,,,,,,,
1921.4425,0.00339,,,,,,,,
1921.5425,0.00334,,,,,,,,
1921.6425,0.00333,,,,,,,,
1921.7424,0.00326,,,,,,,,
1921.8425,0.00322,,,,,,,,
1921.9425,0.00318,,,,,,,,
1922.0425,0.00316,,,,,,,,
1922.1425,0.00309,,,,,,,,
1922.2424,0.00304,,,,,,,,
1922.3425,0.00303,,,,,,,,
1922.4425,0.00298,,,,,,,,
1922.5425,0.00294,,,,,,,,
1922.6425,0.00289,,,,,,,,
1922.7424,0.00285,,,,,,,,
1922.8425,0.0028,,,,,,,,
1922.9425,0.00274,,,,,,,,
1923.0425,0.00271,,,,,,,,
1923.1425,0.00267,,,,,,,,
1923.2424,0.00265,,,,,,,,
1923.3425,0.0026,,,,,,,,
1923.4425,0.00255,,,,,,,,
1923.5425,0.00252,,,,,,,,
1923.6425,0.00245,,,,,,,,
1923.7424,0.00241,,,,,,,,
1923.8425,0.00238,,,,,,,,
1923.9425,0.00236,,,,,,,,
1924.0425,0.00229,,,,,,,,
1924.1425,0.00224,,,,,,,,
1924.2424,0.00221,,,,,,,,
1924.3425,0.00218,,,,,,,,
1924.4425,0.00213,,,,,,,,
1924.5425,0.0021,,,,,,,,
1924.6425,0.00205,,,,,,,,
1924.7424,0.00201,,,,,,,,
1924.8425,0.00195,,,,,,,,
1924.9425,0.00191,,,,,,,,
1925.0425,0.00187,,,,,,,,
1925.1425,0.00184,,,,,,,,
1925.2424,0.00181,,,,,,,,
1925.3425,0.00174,,,,,,,,
1925.4425,0.00171,,,,,,,,
1925.5425,0.00167,,,,,,,,
1925.6425,0.00161,,,,,,,,
1925.7424,0.00159,,,,,,,,
1925.8425,0.00154,,,,,,,,
1925.9425,0.00151,,,,,,,,
1926.0425,0.00145,,,,,,,,
1926.1425,0.00142,,,,,,,,
1926.2424,0.00136,,,,,,,,
1926.3425,0.00134,,,,,,,,
1926.4425,0.00129,,,,,,,,
1926.5425,0.00123,,,,,,,,
1926.6425,0.00119,,,,,,,,
1926.7424,0.00115,,,,,,,,
1926.8425,0.00111,,,,,,,,
1926.9425,0.00108,,,,,,,,
1927.0425,0.00105,,,,,,,,
1927.1425,9.93E-04,,,,,,,,
1927.2424,9.52E-04,,,,,,,,
1927.3425,9.04E-04,,,,,,,,
1927.4425,8.56E-04,,,,,,,,
1927.5425,8.07E-04,,,,,,,,
1927.6425,7.80E-04,,,,,,,,
1927.7424,7.32E-04,,,,,,,,
1927.8425,7.11E-04,,,,,,,,
1927.9425,6.49E-04,,,,,,,,
1928.0425,6.01E-04,,,,,,,,
1928.1425,5.66E-04,,,,,,,,
1928.2424,5.25E-04,,,,,,,,
1928.3425,4.84E-04,,,,,,,,
1928.4425,4.29E-04,,,,,,,,
1928.5427,4.01E-04,,,,,,,,
1928.6425,3.39E-04,,,,,,,,
1928.7424,2.84E-04,,,,,,,,
1928.8427,2.77E-04,,,,,,,,
1928.9425,2.22E-04,,,,,,,,
1929.0425,1.88E-04,,,,,,,,
1929.1427,1.33E-04,,,,,,,,
1929.2424,1.05E-04,,,,,,,,
1929.3425,4.99E-05,,,,,,,,
1929.4427,8.59E-06,,,,,,,,
1929.5425,-3.27E-05,,,,,,,,
1929.6427,-8.09E-05,,,,,,,,
1929.7424,-1.15E-04,,,,,,,,
1929.8425,-1.64E-04,,,,,,,,
1929.9427,-2.12E-04,,,,,,,,
1930.0427,-2.46E-04,,,,,,,,
1930.1427,-2.94E-04,,,,,,,,
1930.2427,-3.36E-04,,,,,,,,
1930.3427,-3.84E-04,,,,,,,,
1930.4427,-4.11E-04,,,,,,,,
1930.5427,-4.53E-04,,,,,,,,
1930.6427,-4.94E-04,,,,,,,,
1930.7424,-5.49E-04,,,,,,,,
1930.8427,-5.84E-04,,,,,,,,
1930.9427,-6.25E-04,,,,,,,,
1931.0427,-6.53E-04,,,,,,,,
1931.1427,-6.87E-04,,,,,,,,
1931.2427,-7.28E-04,,,,,,,,
1931.3427,-7.83E-04,,,,,,,,
1931.4427,-8.38E-04,,,,,,,,
1931.5427,-8.94E-04,,,,,,,,
1931.6427,-9.14E-04,,,,,,,,
1931.7427,-9.49E-04,,,,,,,,
1931.8427,-0.00101,,,,,,,,
1931.9427,-0.00106,,,,,,,,
1932.0427,-0.0011,,,,,,,,
1932.1427,-0.00112,,,,,,,,
1932.2427,-0.00116,,,,,,,,
1932.3427,-0.00122,,,,,,,,
1932.4427,-0.00124,,,,,,,,
1932.5427,-0.00129,,,,,,,,
1932.6427,-0.00135,,,,,,,,
1932.7427,-0.00138,,,,,,,,
1932.8427,-0.00141,,,,,,,,
1932.9427,-0.00147,,,,,,,,
1933.0427,-0.00149,,,,,,,,
1933.1427,-0.00153,,,,,,,,
1933.2427,-0.00158,,,,,,,,
1933.3427,-0.00162,,,,,,,,
1933.4427,-0.00167,,,,,,,,
1933.5427,-0.00171,,,,,,,,
1933.6427,-0.00175,,,,,,,,
1933.7427,-0.0018,,,,,,,,
1933.8427,-0.00183,,,,,,,,
1933.9427,-0.00189,,,,,,,,
1934.0427,-0.00193,,,,,,,,
1934.1427,-0.00197,,,,,,,,
1934.2424,-0.00202,,,,,,,,
1934.3427,-0.00206,,,,,,,,
1934.4427,-0.0021,,,,,,,,
1934.5427,-0.00214,,,,,,,,
1934.6427,-0.0022,,,,,,,,
1934.7427,-0.00222,,,,,,,,
1934.8427,-0.00228,,,,,,,,
1934.9427,-0.00233,,,,,,,,
1935.0427,-0.00235,,,,,,,,
1935.1427,-0.00241,,,,,,,,
1935.2427,-0.00244,,,,,,,,
1935.3427,-0.00251,,,,,,,,
1935.4427,-0.00255,,,,,,,,
1935.5427,-0.00257,,,,,,,,
1935.6427,-0.00262,,,,,,,,
1935.7427,-0.00264,,,,,,,,
1935.8427,-0.00269,,,,,,,,
1935.9427,-0.00272,,,,,,,,
1936.0427,-0.00279,,,,,,,,
1936.1427,-0.00283,,,,,,,,
1936.2427,-0.00286,,,,,,,,
1936.3427,-0.0029,,,,,,,,
1936.4427,-0.00293,,,,,,,,
1936.5427,-0.00301,,,,,,,,
1936.6427,-0.00304,,,,,,,,
1936.7427,-0.00308,,,,,,,,
1936.8427,-0.00313,,,,,,,,
1936.9427,-0.00317,,,,,,,,
1937.0427,-0.00321,,,,,,,,
1937.1427,-0.00326,,,,,,,,
1937.2427,-0.00328,,,,,,,,
1937.3427,-0.00332,,,,,,,,
1937.4427,-0.00338,,,,,,,,
1937.5427,-0.00343,,,,,,,,
1937.6427,-0.00344,,,,,,,,
1937.7427,-0.00351,,,,,,,,
1937.8427,-0.00353,,,,,,,,
1937.9427,-0.00361,,,,,,,,
1938.0427,-0.00365,,,,,,,,
1938.1427,-0.00367,,,,,,,,
1938.2427,-0.00372,,,,,,,,
1938.3427,-0.00375,,,,,,,,
1938.4427,-0.00381,,,,,,,,
1938.5427,-0.00384,,,,,,,,
1938.6427,-0.00389,,,,,,,,
1938.7427,-0.00394,,,,,,,,
1938.8427,-0.00397,,,,,,,,
1938.9427,-0.00401,,,,,,,,
1939.0427,-0.00404,,,,,,,,
1939.1427,-0.00411,,,,,,,,
1939.2427,-0.00414,,,,,,,,
1939.3427,-0.00419,,,,,,,,
1939.4427,-0.00421,,,,,,,,
1939.5427,-0.00426,,,,,,,,
1939.6427,-0.00432,,,,,,,,
1939.7427,-0.00436,,,,,,,,
1939.8427,-0.0044,,,,,,,,
1939.9427,-0.00443,,,,,,,,
1940.0427,-0.00449,,,,,,,,
1940.1427,-0.0045,,,,,,,,
1940.2427,-0.00453,,,,,,,,
1940.3427,-0.0046,,,,,,,,
1940.4427,-0.00464,,,,,,,,
1940.5427,-0.00468,,,,,,,,
1940.6427,-0.00474,,,,,,,,
1940.7427,-0.00476,,,,,,,,
1940.8427,-0.00481,,,,,,,,
1940.9427,-0.00485,,,,,,,,
1941.0427,-0.00492,,,,,,,,
1941.1427,-0.00496,,,,,,,,
1941.2427,-0.005,,,,,,,,
1941.3427,-0.00503,,,,,,,,
1941.4427,-0.00508,,,,,,,,
1941.5427,-0.00513,,,,,,,,
1941.6427,-0.00516,,,,,,,,
1941.7427,-0.0052,,,,,,,,
1941.8427,-0.00523,,,,,,,,
1941.9427,-0.00527,,,,,,,,
1942.0427,-0.00531,,,,,,,,
1942.1427,-0.00536,,,,,,,,
1942.2427,-0.00542,,,,,,,,
1942.3427,-0.00544,,,,,,,,
1942.4427,-0.0055,,,,,,,,
1942.5427,-0.00553,,,,,,,,
1942.6427,-0.00559,,,,,,,,
1942.7427,-0.00562,,,,,,,,
1942.8427,-0.00567,,,,,,,,
1942.9427,-0.00572,,,,,,,,
1943.0427,-0.00577,,,,,,,,
1943.1427,-0.0058,,,,,,,,
1943.2427,-0.00584,,,,,,,,
1943.3427,-0.00589,,,,,,,,
1943.4427,-0.00591,,,,,,,,
1943.5427,-0.00597,,,,,,,,
1943.6427,-0.006,,,,,,,,
1943.7427,-0.00606,,,,,,,,
1943.8427,-0.00609,,,,,,,,
1943.9427,-0.00614,,,,,,,,
1944.0427,-0.00616,,,,,,,,
1944.1427,-0.00622,,,,,,,,
1944.2427,-0.00627,,,,,,,,
1944.3427,-0.00631,,,,,,,,
1944.4427,-0.00634,,,,,,,,
1944.5427,-0.00638,,,,,,,,
1944.6427,-0.00644,,,,,,,,
1944.7427,-0.00647,,,,,,,,
1944.8427,-0.00651,,,,,,,,
1944.9427,-0.00657,,,,,,,,
1945.0427,-0.0066,,,,,,,,
1945.1427,-0.00665,,,,,,,,
1945.2427,-0.00668,,,,,,,,
1945.3427,-0.00674,,,,,,,,
1945.4427,-0.00675,,,,,,,,
1945.5427,-0.00682,,,,,,,,
1945.6427,-0.00686,,,,,,,,
1945.7427,-0.00689,,,,,,,,
1945.8427,-0.00692,,,,,,,,
1945.9427,-0.00696,,,,,,,,
1946.0427,-0.00704,,,,,,,,
1946.1427,-0.00708,,,,,,,,
1946.2427,-0.0071,,,,,,,,
1946.3427,-0.00717,,,,,,,,
1946.4427,-0.00717,,,,,,,,
1946.5427,-0.00722,,,,,,,,
1946.6427,-0.00728,,,,,,,,
1946.7427,-0.00733,,,,,,,,
1946.8427,-0.00736,,,,,,,,
1946.9427,-0.0074,,,,,,,,
1947.0427,-0.00744,,,,,,,,
1947.1427,-0.00746,,,,,,,,
1947.2427,-0.00753,,,,,,,,
1947.3427,-0.00759,,,,,,,,
1947.4427,-0.00762,,,,,,,,
1947.5427,-0.00767,,,,,,,,
1947.6427,-0.0077,,,,,,,,
1947.7427,-0.00773,,,,,,,,
1947.8427,-0.00778,,,,,,,,
1947.9427,-0.00784,,,,,,,,
1948.0427,-0.00788,,,,,,,,
1948.1427,-0.00791,,,,,,,,
1948.2427,-0.00796,,,,,,,,
1948.3427,-0.00798,,,,,,,,
1948.4427,-0.00803,,,,,,,,
1948.5427,-0.00807,,,,,,,,
1948.6427,-0.00812,,,,,,,,
1948.7427,-0.00818,,,,,,,,
1948.8427,-0.0082,,,,,,,,
1948.9427,-0.00826,,,,,,,,
1949.0427,-0.00826,,,,,,,,
1949.1427,-0.00834,,,,,,,,
1949.2427,-0.00838,,,,,,,,
1949.3427,-0.00843,,,,,,,,
1949.4427,-0.00847,,,,,,,,
1949.5427,-0.00851,,,,,,,,
1949.6427,-0.00852,,,,,,,,
1949.7427,-0.00858,,,,,,,,
1949.8427,-0.00863,,,,,,,,
1949.9427,-0.00868,,,,,,,,
1950.0427,-0.00873,,,,,,,,
1950.1427,-0.00877,,,,,,,,
1950.2427,-0.00878,,,,,,,,
1950.3427,-0.00883,,,,,,,,
1950.4427,-0.00888,,,,,,,,
1950.5427,-0.00891,,,,,,,,
1950.6427,-0.00899,,,,,,,,
1950.7427,-0.00902,,,,,,,,
1950.8427,-0.00904,,,,,,,,
1950.9427,-0.00908,,,,,,,,
1951.0427,-0.00914,,,,,,,,
1951.1427,-0.00919,,,,,,,,
1951.2427,-0.00924,,,,,,,,
1951.3427,-0.00927,,,,,,,,
1951.4427,-0.0093,,,,,,,,
1951.5427,-0.00936,,,,,,,,
1951.6427,-0.00938,,,,,,,,
1951.7427,-0.00943,,,,,,,,
1951.8427,-0.00947,,,,,,,,
1951.9427,-0.00952,,,,,,,,
1952.0427,-0.00956,,,,,,,,
1952.1427,-0.0096,,,,,,,,
1952.2427,-0.00965,,,,,,,,
1952.3427,-0.00967,,,,,,,,
1952.4427,-0.00974,,,,,,,,
1952.5427,-0.0098,,,,,,,,
1952.6427,-0.00983,,,,,,,,
1952.7427,-0.00987,,,,,,,,
1952.8427,-0.00987,,,,,,,,
1952.9427,-0.00995,,,,,,,,
1953.0427,-0.00999,,,,,,,,
1953.1427,-0.01004,,,,,,,,
1953.2427,-0.01007,,,,,,,,
