strain,stress,temp,type,title,max_strain,strain_rate
0.01211,431.99802,,,,,
0.01213,432.30982,,,,,
0.01218,432.15396,,,,,
0.01222,432.23185,,,,,
0.01224,432.30982,,,,,
0.01228,432.46576,,,,,
0.01234,432.30982,,,,,
0.0124,432.69963,,,,,
0.01243,432.85552,,,,,
0.01247,433.01139,,,,,
0.01252,433.16732,,,,,
0.01257,433.24523,,,,,
0.01259,433.16732,,,,,
0.01264,433.55708,,,,,
0.01269,433.63501,,,,,
0.01271,434.02477,,,,,
0.01276,433.71297,,,,,
0.0128,433.71297,,,,,
0.01285,433.86888,,,,,
0.01289,434.1027,,,,,
0.01293,434.1027,,,,,
0.01297,434.33657,,,,,
0.01302,434.25859,,,,,
0.01305,434.33657,,,,,
0.01309,434.6484,,,,,
0.01314,434.49246,,,,,
0.01318,434.41457,,,,,
0.01322,434.49246,,,,,
0.01325,434.49246,,,,,
0.01332,434.88227,,,,,
0.01335,434.96015,,,,,
0.01338,434.80426,,,,,
0.01344,434.80426,,,,,
0.01349,435.19402,,,,,
0.01351,435.58383,,,,,
0.01356,435.73972,,,,,
0.01362,435.50585,,,,,
0.01364,435.19402,,,,,
0.01369,434.88227,,,,,
0.01374,435.34996,,,,,
0.01379,435.66176,,,,,
0.01382,435.58383,,,,,
0.01385,435.73972,,,,,
0.01389,435.97359,,,,,
0.01394,435.97359,,,,,
0.01398,436.51921,,,,,
0.01402,436.83106,,,,,
0.01409,436.83106,,,,,
0.01414,436.51921,,,,,
0.01417,436.6751,,,,,
0.0142,436.59719,,,,,
0.01425,436.44128,,,,,
0.01428,436.44128,,,,,
0.01432,436.6751,,,,,
0.01437,436.44128,,,,,
0.01441,436.20741,,,,,
0.01446,436.44128,,,,,
0.01449,436.59719,,,,,
0.01453,436.75308,,,,,
0.01457,437.14284,,,,,
0.01462,437.0649,,,,,
0.01465,437.14284,,,,,
0.01471,437.0649,,,,,
0.01473,436.90897,,,,,
0.01479,436.83106,,,,,
0.01479,433.86888,,,,,
0.01479,428.87995,,,,,
0.01477,423.18947,,,,,
0.01475,417.26509,,,,,
0.0147,411.26282,,,,,
0.01465,405.33851,,,,,
0.01464,399.57007,,,,,
0.01458,393.80163,,,,,
0.01455,387.79932,,,,,
0.01454,381.4852,,,,,
0.01449,375.327,,,,,
0.01446,369.32474,,,,,
0.01439,363.08858,,,,,
0.01437,357.08631,,,,,
0.01433,350.85015,,,,,
0.01428,344.76991,,,,,
0.01426,338.61173,,,,,
0.01422,332.53146,,,,,
0.01418,326.29533,,,,,
0.01414,320.52688,,,,,
0.01409,314.13484,,,,,
0.01409,307.97664,,,,,
0.01404,301.97435,,,,,
0.014,296.05001,,,,,
0.01395,290.12568,,,,,
0.01392,284.35726,,,,,
0.01388,278.35493,,,,,
0.01384,272.74242,,,,,
0.01381,266.5842,,,,,
0.01378,261.04962,,,,,
0.01376,255.35916,,,,,
0.0137,249.4348,,,,,
0.01366,243.90023,,,,,
0.01363,237.66409,,,,,
0.01356,232.20743,,,,,
0.01353,226.51697,,,,,
0.01351,220.74855,,,,,
0.01347,215.52574,,,,,
0.01344,210.06914,,,,,
0.01338,204.1448,,,,,
0.01337,198.76611,,,,,
0.01332,193.15358,,,,,
0.01327,187.85286,,,,,
0.01324,182.31829,,,,,
0.0132,176.86164,,,,,
0.01316,171.48296,,,,,
0.01311,166.02634,,,,,
0.01309,160.64766,,,,,
0.01305,155.26898,,,,,
0.01301,150.35802,,,,,
0.01297,144.82343,,,,,
0.01294,139.75656,,,,,
0.01289,134.37789,,,,,
0.01286,129.23306,,,,,
0.01282,124.24415,,,,,
0.01279,119.25523,,,,,
0.01276,113.9545,,,,,
0.01271,109.04354,,,,,
0.01267,103.89871,,,,,
0.01263,99.06571,,,,,
0.0126,94.23269,,,,,
0.01255,89.47763,,,,,
0.0125,84.80052,,,,,
0.01248,80.04546,,,,,
0.01243,75.05654,,,,,
0.01239,70.53533,,,,,
0.01234,66.09207,,,,,
0.01232,60.94725,,,,,
0.01229,56.27014,,,,,
0.01224,51.67099,,,,,
0.01222,47.14977,,,,,
0.01215,42.70652,,,,,
0.01213,38.18532,,,,,
0.01209,33.50821,,,,,
0.01204,29.06495,,,,,
0.01202,24.9335,,,,,
0.01195,20.49025,,,,,
0.01192,16.43675,,,,,
0.0119,12.85097,,,,,
0.01186,9.10928,,,,,
0.01182,5.36759,,,,,
0.01178,1.54795,,,,,
0.01177,-2.42759,,,,,
0.01172,-6.40314,,,,,
0.01169,-10.30073,,,,,
0.01164,-14.89989,,,,,
0.01161,-19.49905,,,,,
0.01154,-23.70845,,,,,
0.0115,-27.76194,,,,,
0.01145,-31.89339,,,,,
0.01143,-35.55713,,,,,
0.01139,-39.45472,,,,,
0.01135,-43.04051,,,,,
0.0113,-46.9381,,,,,
0.01128,-50.60183,,,,,
0.01123,-54.42147,,,,,
0.01117,-57.92931,,,,,
0.01117,-61.43714,,,,,
0.0111,-65.10088,,,,,
0.01108,-68.45281,,,,,
0.01101,-72.03859,,,,,
0.01099,-75.39052,,,,,
0.01094,-78.74244,,,,,
0.0109,-82.01643,,,,,
0.01088,-85.36836,,,,,
0.01082,-88.72028,,,,,
0.0108,-91.91631,,,,,
0.01073,-95.19028,,,,,
0.0107,-98.30835,,,,,
0.01066,-101.42644,,,,,
0.01063,-104.54451,,,,,
0.01059,-107.50668,,,,,
0.01055,-110.5468,,,,,
0.01051,-113.58693,,,,,
0.01046,-116.08138,,,,,
0.01041,-118.57584,,,,,
0.01037,-122.62934,,,,,
0.01035,-125.2797,,,,,
0.0103,-128.00801,,,,,
0.01026,-130.81428,,,,,
0.0102,-133.6985,,,,,
0.01018,-136.34886,,,,,
0.01013,-138.92128,,,,,
0.0101,-141.64958,,,,,
0.01005,-144.3779,,,,,
0.01003,-146.6385,,,,,
0.00997,-149.36683,,,,,
0.00989,-151.86128,,,,,
0.0099,-154.51164,,,,,
0.00984,-156.92814,,,,,
0.00979,-159.50056,,,,,
0.00977,-162.15091,,,,,
0.00975,-164.09972,,,,,
0.00967,-166.04851,,,,,
0.00962,-169.01069,,,,,
0.00958,-171.34923,,,,,
0.00956,-173.53188,,,,,
0.00951,-175.79249,,,,,
0.00945,-178.05309,,,,,
0.00944,-180.07984,,,,,
0.0094,-182.34045,,,,,
0.00935,-184.44514,,,,,
0.00931,-186.31597,,,,,
0.00926,-188.42069,,,,,
0.00926,-190.36947,,,,,
0.00919,-192.63009,,,,,
0.00915,-194.57888,,,,,
0.00911,-196.52768,,,,,
0.00907,-198.24262,,,,,
0.00903,-200.50322,,,,,
0.00898,-202.37409,,,,,
0.00897,-204.08903,,,,,
0.00891,-206.19369,,,,,
0.00884,-207.75275,,,,,
0.00882,-209.54563,,,,,
0.00878,-211.72829,,,,,
0.00873,-213.44322,,,,,
0.0087,-215.23613,,,,,
0.00864,-216.79516,,,,,
0.00862,-218.82191,,,,,
0.00857,-220.38094,,,,,
0.00854,-222.25179,,,,,
0.00847,-223.88876,,,,,
0.00844,-225.44782,,,,,
0.0084,-227.16275,,,,,
0.00836,-228.56587,,,,,
0.00829,-230.28082,,,,,
0.00827,-231.76192,,,,,
0.00825,-233.39891,,,,,
0.00819,-234.80203,,,,,
0.00817,-236.36107,,,,,
0.00813,-237.9201,,,,,
0.00807,-239.4012,,,,,
0.00804,-240.80432,,,,,
0.00797,-242.2854,,,,,
0.00796,-243.53263,,,,,
0.00789,-245.09169,,,,,
0.00785,-246.33889,,,,,
0.00783,-247.74204,,,,,
0.00778,-249.06723,,,,,
0.00775,-250.47035,,,,,
0.00767,-251.87349,,,,,
0.00767,-253.27664,,,,,
0.0076,-254.6018,,,,,
0.00756,-255.61516,,,,,
0.00754,-257.1742,,,,,
0.00748,-258.49939,,,,,
0.00744,-259.90255,,,,,
0.00741,-260.99385,,,,,
0.00735,-262.39701,,,,,
0.00732,-263.72218,,,,,
0.00729,-264.89145,,,,,
0.00725,-266.29458,,,,,
0.00719,-267.46385,,,,,
0.00714,-268.55517,,,,,
0.00712,-269.56856,,,,,
0.00705,-270.73783,,,,,
0.00704,-271.90711,,,,,
0.007,-272.99843,,,,,
0.00696,-274.08977,,,,,
0.00692,-275.18109,,,,,
0.00685,-276.27243,,,,,
0.00681,-277.4417,,,,,
0.00679,-278.22122,,,,,
0.00674,-279.3905,,,,,
0.0067,-280.48181,,,,,
0.00667,-281.57313,,,,,
0.00661,-282.50859,,,,,
0.00657,-283.52193,,,,,
0.00653,-284.6912,,,,,
0.00649,-285.54867,,,,,
0.00645,-286.40615,,,,,
0.0064,-287.57542,,,,,
0.00639,-288.51087,,,,,
0.00629,-289.83602,,,,,
0.00627,-290.5376,,,,,
0.00625,-291.55096,,,,,
0.00619,-292.40844,,,,,
0.00617,-293.49978,,,,,
0.00609,-294.51314,,,,,
0.00608,-295.44857,,,,,
0.00604,-296.22809,,,,,
0.00599,-297.16349,,,,,
0.00592,-298.09892,,,,,
0.0059,-298.9564,,,,,
0.00588,-299.8918,,,,,
0.00581,-300.59339,,,,,
0.00577,-301.3729,,,,,
0.00572,-302.23038,,,,,
0.0057,-303.08785,,,,,
0.00565,-303.94532,,,,,
0.0056,-304.72484,,,,,
0.00557,-305.4264,,,,,
0.00552,-306.28387,,,,,
0.00549,-307.21928,,,,,
0.00542,-307.92086,,,,,
0.00539,-308.77834,,,,,
0.00535,-309.40196,,,,,
0.0053,-310.33737,,,,,
0.00528,-310.961,,,,,
0.00523,-311.97436,,,,,
0.00519,-312.52001,,,,,
0.00515,-313.3775,,,,,
0.0051,-314.00111,,,,,
0.00508,-314.78062,,,,,
0.00502,-315.6381,,,,,
0.00499,-316.49557,,,,,
0.00495,-317.11918,,,,,
0.00489,-317.89869,,,,,
0.00486,-318.44436,,,,,
0.00478,-319.30184,,,,,
0.00476,-320.15931,,,,,
0.00473,-320.70498,,,,,
0.00467,-321.40654,,,,,
0.00462,-321.95219,,,,,
0.00459,-322.65377,,,,,
0.00457,-323.35531,,,,,
0.00453,-323.901,,,,,
0.00446,-324.6805,,,,,
0.00446,-325.07028,,,,,
0.00437,-325.61593,,,,,
0.00433,-326.4734,,,,,
0.00429,-327.01907,,,,,
0.00426,-327.56472,,,,,
0.00423,-328.18835,,,,,
0.00416,-329.04582,,,,,
0.00413,-329.66945,,,,,
0.0041,-330.13716,,,,,
0.00407,-330.5269,,,,,
0.00399,-331.30641,,,,,
0.00396,-332.008,,,,,
0.00393,-332.9434,,,,,
0.00389,-333.33316,,,,,
0.00384,-333.80088,,,,,
0.00378,-334.50244,,,,,
0.00375,-335.12606,,,,,
0.00369,-335.90558,,,,,
0.00366,-336.21738,,,,,
0.00362,-336.76303,,,,,
0.00358,-337.38666,,,,,
0.00356,-337.85437,,,,,
0.0035,-338.63391,,,,,
0.00347,-339.02363,,,,,
0.00342,-339.56932,,,,,
0.00336,-339.8811,,,,,
0.00333,-340.73857,,,,,
0.00329,-341.28427,,,,,
0.00325,-341.59605,,,,,
0.00318,-342.06378,,,,,
0.00313,-342.53147,,,,,
0.00313,-343.23304,,,,,
0.00307,-343.85666,,,,,
0.00304,-344.48029,,,,,
0.003,-344.79207,,,,,
0.00296,-345.02592,,,,,
0.00292,-345.80545,,,,,
0.00285,-346.35113,,,,,
0.0028,-346.50702,,,,,
0.00278,-347.13064,,,,,
0.00274,-347.83223,,,,,
0.00267,-348.45583,,,,,
0.00266,-348.76763,,,,,
0.00262,-349.23532,,,,,
0.00257,-349.78102,,,,,
0.00252,-350.01486,,,,,
0.00249,-350.56051,,,,,
0.00245,-350.87231,,,,,
0.00238,-351.41798,,,,,
0.00235,-352.04161,,,,,
0.00233,-352.35341,,,,,
0.00227,-352.50933,,,,,
0.00224,-353.05497,,,,,
0.00218,-353.60067,,,,,
0.00217,-353.91245,,,,,
0.00211,-354.38016,,,,,
0.00207,-354.53608,,,,,
0.00203,-355.08172,,,,,
0.00197,-355.39355,,,,,
0.00196,-356.09511,,,,,
0.00188,-356.25102,,,,,
0.00185,-356.64076,,,,,
0.00182,-357.03054,,,,,
0.00176,-357.49823,,,,,
0.00172,-358.0439,,,,,
0.00167,-358.3557,,,,,
0.00163,-358.74548,,,,,
0.00158,-359.05726,,,,,
0.00155,-359.60293,,,,,
0.00151,-359.99269,,,,,
0.00147,-360.46041,,,,,
0.00145,-360.77221,,,,,
0.00139,-361.47377,,,,,
0.00134,-361.70764,,,,,
0.00131,-362.01944,,,,,
0.00126,-362.4092,,,,,
0.00121,-362.79898,,,,,
0.00118,-363.18874,,,,,
0.00113,-363.50054,,,,,
0.00109,-363.89028,,,,,
0.00105,-364.28004,,,,,
0.00101,-364.5139,,,,,
9.73E-04,-364.66979,,,,,
9.31E-04,-365.05958,,,,,
8.56E-04,-365.2934,,,,,
8.49E-04,-365.68318,,,,,
7.80E-04,-366.07294,,,,,
7.39E-04,-366.38474,,,,,
7.11E-04,-366.69654,,,,,
6.56E-04,-367.08632,,,,,
6.49E-04,-367.32019,,,,,
5.66E-04,-367.9438,,,,,
5.32E-04,-368.02171,,,,,
5.04E-04,-368.48944,,,,,
4.49E-04,-368.64536,,,,,
4.08E-04,-369.26896,,,,,
3.67E-04,-369.65872,,,,,
3.39E-04,-369.73665,,,,,
2.77E-04,-370.28232,,,,,
2.43E-04,-370.75006,,,,,
1.95E-04,-371.06189,,,,,
1.60E-04,-371.29571,,,,,
9.81E-05,-371.52958,,,,,
7.75E-05,-371.91934,,,,,
2.93E-05,-372.23114,,,,,
-2.58E-05,-372.38703,,,,,
-4.65E-05,-372.69883,,,,,
-1.15E-04,-373.32246,,,,,
-1.36E-04,-373.08859,,,,,
-1.70E-04,-373.32246,,,,,
-2.26E-04,-373.63426,,,,,
-2.60E-04,-374.02406,,,,,
-2.88E-04,-374.33582,,,,,
-3.56E-04,-374.72558,,,,,
-3.77E-04,-374.72558,,,,,
-4.46E-04,-375.0374,,,,,
-4.67E-04,-375.34921,,,,,
-5.15E-04,-375.97283,,,,,
-5.63E-04,-376.05077,,,,,
-5.97E-04,-376.2067,,,,,
-6.32E-04,-376.36257,,,,,
-6.94E-04,-376.75237,,,,,
-7.49E-04,-376.75237,,,,,
-7.83E-04,-377.06415,,,,,
-8.11E-04,-377.84365,,,,,
-8.52E-04,-378.38934,,,,,
-9.14E-04,-378.77908,,,,,
-9.49E-04,-378.77908,,,,,
-9.76E-04,-379.16888,,,,,
-0.00105,-379.32477,,,,,
-0.00109,-379.4027,,,,,
-0.00111,-379.71446,,,,,
-0.00112,-380.02633,,,,,
-0.00118,-380.18227,,,,,
-0.00125,-380.33813,,,,,
-0.00127,-380.72789,,,,,
-0.00131,-380.96171,,,,,
-0.00136,-381.19558,,,,,
-0.00141,-381.58539,,,,,
-0.00145,-381.66332,,,,,
-0.00149,-381.89719,,,,,
-0.00155,-382.05308,,,,,
-0.00159,-382.36488,,,,,
-0.00162,-382.44284,,,,,
-0.00167,-382.52077,,,,,
-0.00172,-382.98846,,,,,
-0.00176,-382.91053,,,,,
-0.00179,-383.4562,,,,,
-0.00182,-383.69002,,,,,
-0.00189,-383.69002,,,,,
-0.00193,-384.00189,,,,,
-0.00196,-384.23572,,,,,
-0.002,-384.46959,,,,,
-0.00206,-385.01526,,,,,
-0.00206,-385.48295,,,,,
-0.00213,-385.56091,,,,,
-0.00217,-385.95064,,,,,
-0.00221,-385.95064,,,,,
-0.00226,-386.26247,,,,,
-0.00229,-386.49633,,,,,
-0.00234,-386.6522,,,,,
-0.00239,-386.6522,,,,,
-0.00242,-387.04201,,,,,
-0.00247,-387.19789,,,,,
-0.00251,-387.43176,,,,,
-0.00255,-387.5097,,,,,
-0.00259,-387.66559,,,,,
-0.00264,-387.97739,,,,,
-0.00268,-388.05535,,,,,
-0.0027,-388.28926,,,,,
-0.00276,-388.44513,,,,,
-0.00279,-388.60102,,,,,
-0.00285,-388.83484,,,,,
-0.00288,-389.06871,,,,,
-0.00295,-389.22464,,,,,
-0.00298,-389.38053,,,,,
-0.00301,-389.38053,,,,,
-0.00306,-389.6144,,,,,
-0.00309,-390.08209,,,,,
-0.00314,-390.4719,,,,,
-0.00321,-390.62776,,,,,
-0.00323,-390.70577,,,,,
-0.00327,-390.70577,,,,,
-0.00332,-391.17346,,,,,
-0.00335,-391.17346,,,,,
-0.00338,-391.32933,,,,,
-0.00344,-391.64115,,,,,
-0.0035,-392.03091,,,,,
-0.00354,-392.42069,,,,,
-0.00359,-392.57658,,,,,
-0.0036,-392.4986,,,,,
-0.00363,-392.65451,,,,,
-0.0037,-392.57658,,,,,
-0.00372,-392.73247,,,,,
-0.00377,-392.96629,,,,,
-0.00383,-393.27814,,,,,
-0.00387,-393.43408,,,,,
-0.00392,-393.51196,,,,,
-0.00396,-393.51196,,,,,
-0.00399,-393.74583,,,,,
-0.00403,-394.05766,,,,,
-0.00408,-394.05766,,,,,
-0.00411,-394.29153,,,,,
-0.00416,-394.52535,,,,,
-0.00421,-394.44739,,,,,
-0.00424,-394.99309,,,,,
-0.00428,-394.91513,,,,,
-0.00432,-394.99309,,,,,
-0.00439,-395.22691,,,,,
-0.00443,-395.6946,,,,,
-0.00448,-395.85058,,,,,
-0.0045,-395.85058,,,,,
-0.00453,-395.92847,,,,,
-0.00456,-396.31827,,,,,
-0.00461,-396.47414,,,,,
-0.00466,-396.78597,,,,,
-0.00472,-396.63008,,,,,
-0.00476,-397.01983,,,,,
-0.0048,-397.17572,,,,,
-0.00483,-397.09777,,,,,
-0.00489,-397.17572,,,,,
-0.00491,-397.09777,,,,,
-0.00496,-397.09777,,,,,
-0.00503,-397.25366,,,,,
-0.00505,-397.25366,,,,,
-0.0051,-397.7214,,,,,
-0.00512,-397.48753,,,,,
-0.00518,-397.64342,,,,,
-0.00522,-397.33164,,,,,
-0.00526,-397.64342,,,,,
-0.00531,-398.42296,,,,,
-0.00534,-398.73478,,,,,
-0.00538,-398.57889,,,,,
-0.00544,-398.57889,,,,,
-0.00547,-398.81271,,,,,
-0.00552,-399.12452,,,,,
-0.00557,-399.28045,,,,,
-0.0056,-399.28045,,,,,
-0.00564,-399.67016,,,,,
-0.00568,-399.82608,,,,,
-0.00571,-399.90403,,,,,
-0.00577,-400.05995,,,,,
-0.00583,-400.1379,,,,,
-0.00587,-400.1379,,,,,
-0.00591,-400.4497,,,,,
-0.00593,-400.60559,,,,,
-0.006,-400.68353,,,,,
-0.00603,-400.9174,,,,,
-0.00607,-400.83946,,,,,
-0.00611,-400.9954,,,,,
-0.00615,-400.9954,,,,,
-0.0062,-401.15126,,,,,
-0.00624,-401.30715,,,,,
-0.00626,-401.38509,,,,,
-0.00633,-401.07329,,,,,
-0.00637,-401.30715,,,,,
-0.0064,-401.46309,,,,,
-0.00644,-401.61896,,,,,
-0.00649,-401.69696,,,,,
-0.00654,-401.61896,,,,,
-0.00658,-401.93078,,,,,
-0.00662,-401.93078,,,,,
-0.00666,-402.16465,,,,,
-0.00671,-402.32054,,,,,
-0.00673,-402.08667,,,,,
-0.0068,-402.63234,,,,,
-0.00684,-402.71032,,,,,
-0.00687,-402.78823,,,,,
-0.00695,-402.63234,,,,,
-0.00696,-403.02215,,,,,
-0.00702,-403.10003,,,,,
-0.00704,-403.17801,,,,,
-0.00707,-403.56777,,,,,
-0.00712,-403.56777,,,,,
-0.00718,-403.8016,,,,,
-0.00724,-403.72371,,,,,
-0.00726,-403.64571,,,,,
-0.00729,-403.8796,,,,,
-0.00735,-403.95753,,,,,
-0.00736,-403.72371,,,,,
-0.00743,-403.64571,,,,,
-0.00746,-403.41188,,,,,
-0.00751,-403.8796,,,,,
-0.00753,-404.58116,,,,,
-0.00759,-404.81498,,,,,
-0.00765,-404.73707,,,,,
-0.00767,-404.34729,,,,,
-0.00773,-404.26933,,,,,
-0.00776,-404.50316,,,,,
-0.00782,-404.58116,,,,,
-0.00785,-404.65909,,,,,
-0.00788,-404.73707,,,,,
-0.00792,-404.65909,,,,,
-0.00797,-405.28272,,,,,
-0.00803,-405.12683,,,,,
-0.00805,-405.20476,,,,,
-0.0081,-405.36065,,,,,
-0.00815,-405.82839,,,,,
-0.00818,-405.59452,,,,,
-0.00823,-405.75041,,,,,
-0.00828,-405.67248,,,,,
-0.00833,-405.90634,,,,,
-0.00835,-406.06221,,,,,
-0.00839,-405.98428,,,,,
-0.00845,-406.06221,,,,,
-0.0085,-406.21815,,,,,
-0.00853,-405.98428,,,,,
-0.00857,-406.14021,,,,,
-0.00863,-406.37404,,,,,
-0.00866,-406.21815,,,,,
-0.00869,-406.21815,,,,,
-0.00875,-406.37404,,,,,
-0.00879,-406.29608,,,,,
-0.00883,-406.5299,,,,,
-0.00887,-406.37404,,,,,
-0.00893,-406.76377,,,,,
-0.00895,-406.45202,,,,,
-0.00899,-406.45202,,,,,
-0.00903,-406.68588,,,,,
-0.00909,-406.60791,,,,,
-0.00913,-406.99764,,,,,
-0.00916,-406.99764,,,,,
-0.00921,-407.0756,,,,,
-0.00926,-406.99764,,,,,
-0.00928,-407.3874,,,,,
-0.00933,-407.30947,,,,,
-0.00936,-407.3874,,,,,
-0.00943,-407.30947,,,,,
-0.00945,-407.54333,,,,,
-0.0095,-407.62127,,,,,
-0.00955,-407.62127,,,,,
-0.00957,-407.85514,,,,,
-0.00963,-407.93309,,,,,
-0.00968,-407.77716,,,,,
-0.00974,-408.08896,,,,,
-0.00976,-408.16696,,,,,
-0.00978,-407.93309,,,,,
-0.00984,-408.01103,,,,,
-0.00988,-407.77716,,,,,
-0.00993,-408.01103,,,,,
-0.00999,-408.08896,,,,,
-0.01003,-408.16696,,,,,
-0.01007,-408.08896,,,,,
-0.0101,-408.08896,,,,,
-0.01013,-408.47872,,,,,
-0.01018,-408.40083,,,,,
-0.01022,-408.16696,,,,,
-0.01027,-407.93309,,,,,
-0.01031,-408.16696,,,,,
-0.01036,-408.2449,,,,,
-0.01039,-408.5567,,,,,
-0.01045,-408.79054,,,,,
-0.01047,-408.71259,,,,,
-0.01054,-408.79054,,,,,
-0.01056,-408.79054,,,,,
-0.0106,-409.02441,,,,,
-0.01065,-409.02441,,,,,
-0.01069,-409.10239,,,,,
-0.01074,-409.18028,,,,,
-0.01078,-409.10239,,,,,
-0.01082,-409.02441,,,,,
-0.01088,-409.18028,,,,,
-0.01091,-409.25828,,,,,
-0.01094,-409.02441,,,,,
-0.01095,-409.25828,,,,,
-0.01102,-409.25828,,,,,
-0.01107,-409.18028,,,,,
-0.01112,-409.33621,,,,,
-0.01118,-409.33621,,,,,
-0.01118,-409.33621,,,,,
-0.01125,-409.33621,,,,,
-0.01129,-409.33621,,,,,
-0.01131,-409.18028,,,,,
-0.0114,-409.25828,,,,,
-0.01142,-409.10239,,,,,
-0.01145,-409.4921,,,,,
-0.01147,-409.57008,,,,,
-0.01154,-409.72597,,,,,
-0.0116,-409.57008,,,,,
-0.01162,-409.64802,,,,,
-0.01169,-409.64802,,,,,
-0.01169,-409.64802,,,,,
-0.01174,-410.03778,,,,,
-0.01177,-409.80391,,,,,
-0.01184,-409.72597,,,,,
-0.01189,-409.95984,,,,,
-0.01193,-410.27164,,,,,
-0.01195,-409.88189,,,,,
-0.01198,-410.19366,,,,,
-0.01204,-410.11575,,,,,
-0.01208,-410.11575,,,,,
-0.01211,-410.19366,,,,,
-0.01217,-410.34958,,,,,
-0.01222,-410.11575,,,,,
-0.01225,-410.11575,,,,,
-0.01228,-409.95984,,,,,
-0.01233,-410.19366,,,,,
-0.01239,-410.11575,,,,,
-0.01242,-410.19366,,,,,
-0.0125,-410.03778,,,,,
-0.01251,-409.88189,,,,,
-0.01257,-410.19366,,,,,
-0.01259,-410.34958,,,,,
-0.01264,-410.27164,,,,,
-0.01269,-410.19366,,,,,
-0.01273,-410.34958,,,,,
-0.01276,-410.19366,,,,,
-0.01279,-410.34958,,,,,
-0.01286,-410.50547,,,,,
-0.0129,-410.50547,,,,,
-0.01292,-410.73934,,,,,
-0.01297,-410.81734,,,,,
-0.01303,-410.9732,,,,,
-0.01308,-410.9732,,,,,
-0.0131,-410.81734,,,,,
-0.01313,-410.73934,,,,,
-0.01319,-410.9732,,,,,
-0.01325,-411.05116,,,,,
-0.01327,-411.05116,,,,,
-0.01329,-410.81734,,,,,
-0.01335,-410.9732,,,,,
-0.0134,-410.73934,,,,,
-0.01341,-410.73934,,,,,
-0.01348,-410.81734,,,,,
-0.01353,-410.73934,,,,,
-0.01359,-410.81734,,,,,
-0.01361,-410.66136,,,,,
-0.01365,-410.89523,,,,,
-0.0137,-410.73934,,,,,
-0.01374,-410.81734,,,,,
-0.01379,-410.50547,,,,,
-0.01381,-410.66136,,,,,
-0.01387,-410.73934,,,,,
-0.01392,-410.89523,,,,,
-0.01396,-410.89523,,,,,
-0.014,-411.05116,,,,,
-0.01404,-410.73934,,,,,
-0.0141,-410.9732,,,,,
-0.01411,-410.9732,,,,,
-0.01417,-411.12909,,,,,
-0.01423,-411.05116,,,,,
-0.01425,-410.9732,,,,,
-0.01429,-411.05116,,,,,
-0.01434,-411.28503,,,,,
-0.01439,-411.12909,,,,,
-0.01445,-411.05116,,,,,
-0.01445,-411.12909,,,,,
-0.01452,-411.20703,,,,,
-0.01454,-411.05116,,,,,
-0.01458,-411.12909,,,,,
-0.01463,-410.9732,,,,,
-0.01469,-411.20703,,,,,
-0.01473,-410.73934,,,,,
-0.01478,-410.81734,,,,,
-0.0148,-410.9732,,,,,
-0.01482,-408.94641,,,,,
-0.01483,-404.65909,,,,,
-0.0148,-398.81271,,,,,
-0.01476,-393.27814,,,,,
-0.01474,-386.88609,,,,,
-0.0147,-380.88383,,,,,
-0.01465,-375.0374,,,,,
-0.01461,-369.11305,,,,,
-0.01458,-362.87694,,,,,
-0.01453,-356.87463,,,,,
-0.01453,-350.95027,,,,,
-0.01448,-344.71414,,,,,
-0.01445,-339.10161,,,,,
-0.01439,-332.78751,,,,,
-0.01434,-326.78523,,,,,
-0.01431,-321.01678,,,,,
-0.01429,-314.78062,,,,,
-0.01424,-308.85629,,,,,
-0.01419,-302.854,,,,,
-0.01415,-297.08556,,,,,
-0.01415,-291.08327,,,,,
-0.01408,-285.15894,,,,,
-0.01405,-279.62434,,,,,
-0.01401,-273.77797,,,,,
-0.01401,-268.00952,,,,,
-0.01397,-262.16312,,,,,
-0.0139,-256.23879,,,,,
-0.01388,-250.62624,,,,,
-0.01383,-244.9358,,,,,
-0.01377,-239.24529,,,,,
-0.01377,-233.39891,,,,,
-0.01372,-227.78636,,,,,
-0.01369,-222.09588,,,,,
-0.01366,-216.79516,,,,,
-0.01361,-211.10466,,,,,
-0.01358,-205.726,,,,,
-0.01354,-200.03553,,,,,
-0.0135,-194.42297,,,,,
-0.01348,-189.20021,,,,,
-0.01343,-184.13334,,,,,
-0.01339,-178.67671,,,,,
-0.01336,-173.37598,,,,,
-0.0133,-168.07526,,,,,
-0.01325,-162.46272,,,,,
-0.01324,-156.14863,,,,,
-0.01319,-151.39356,,,,,
-0.01316,-146.01489,,,,,
-0.01313,-140.55826,,,,,
-0.01307,-135.25753,,,,,
-0.01301,-130.11271,,,,,
-0.01298,-124.73404,,,,,
-0.01299,-119.58921,,,,,
-0.01292,-114.13258,,,,,
-0.01287,-109.06571,,,,,
-0.01284,-104.3886,,,,,
-0.01281,-99.32174,,,,,
-0.01277,-94.48872,,,,,
-0.01272,-89.3439,,,,,
-0.01268,-84.74474,,,,,
-0.01266,-79.75582,,,,,
-0.01262,-74.84485,,,,,
-0.01256,-70.08979,,,,,
-0.0125,-65.49063,,,,,
-0.0125,-60.57966,,,,,
-0.01246,-55.98051,,,,,
-0.01242,-51.22544,,,,,
-0.0124,-46.62629,,,,,
-0.01235,-42.57279,,,,,
-0.01231,-38.59725,,,,,
-0.01225,-34.23194,,,,,
-0.01224,-30.02255,,,,,
-0.01219,-25.65724,,,,,
