strain,stress,temp,type,title,medium,strain_rate,youngs,poissons
0.603450683,283.7703519,,,,,,,
0.603610589,283.6328611,,,,,,,
0.603610589,283.6328611,,,,,,,
0.603610589,283.6328611,,,,,,,
0.603610589,283.6328611,,,,,,,
0.603610589,283.6328611,,,,,,,
0.603610589,283.6328611,,,,,,,
0.603610589,283.6328611,,,,,,,
0.603610589,283.6328611,,,,,,,
0.603610589,283.4499901,,,,,,,
0.603610589,283.4499901,,,,,,,
0.603770469,283.4953118,,,,,,,
0.603770469,283.4953118,,,,,,,
0.603770469,283.4953118,,,,,,,
0.603770469,283.4953118,,,,,,,
0.603770469,283.3124116,,,,,,,
0.603770469,283.3124116,,,,,,,
0.603770469,283.3124116,,,,,,,
0.603770469,283.3124116,,,,,,,
0.603930324,283.357704,,,,,,,
0.603930324,283.357704,,,,,,,
0.603930324,283.357704,,,,,,,
0.603930324,283.357704,,,,,,,
0.603930324,283.357704,,,,,,,
0.603930324,283.1747745,,,,,,,
0.603930324,283.1747745,,,,,,,
0.603930324,283.1747745,,,,,,,
0.603930324,283.1747745,,,,,,,
0.603930324,283.1747745,,,,,,,
0.604090153,283.2200377,,,,,,,
0.604090153,283.037079,,,,,,,
0.604090153,283.037079,,,,,,,
0.604090153,283.037079,,,,,,,
0.604090153,283.037079,,,,,,,
0.604090153,283.037079,,,,,,,
0.604090153,283.037079,,,,,,,
0.604090153,283.037079,,,,,,,
0.604249956,283.0823129,,,,,,,
0.604249956,283.0823129,,,,,,,
0.604249956,283.0823129,,,,,,,
0.604249956,283.0823129,,,,,,,
0.604249956,282.899325,,,,,,,
0.604249956,282.899325,,,,,,,
0.604249956,282.899325,,,,,,,
0.604249956,282.899325,,,,,,,
0.604249956,282.899325,,,,,,,
0.604409734,282.9445297,,,,,,,
0.604409734,282.9445297,,,,,,,
0.604409734,282.9445297,,,,,,,
0.604409734,282.9445297,,,,,,,
0.604409734,282.9445297,,,,,,,
0.604409734,282.9445297,,,,,,,
0.604409734,282.7615125,,,,,,,
0.604409734,282.7615125,,,,,,,
0.604409734,282.7615125,,,,,,,
0.604569486,282.8066879,,,,,,,
0.604569486,282.9897343,,,,,,,
0.604569486,282.9897343,,,,,,,
0.604569486,282.9897343,,,,,,,
0.604569486,282.9897343,,,,,,,
0.604569486,282.9897343,,,,,,,
0.604569486,282.9897343,,,,,,,
0.604569486,282.9897343,,,,,,,
0.604569486,282.8066879,,,,,,,
0.604729213,282.8518634,,,,,,,
0.604729213,282.8518634,,,,,,,
0.604729213,282.8518634,,,,,,,
0.604729213,282.8518634,,,,,,,
0.604729213,282.8518634,,,,,,,
0.604729213,282.8518634,,,,,,,
0.604729213,282.6687877,,,,,,,
0.604729213,282.6687877,,,,,,,
0.604729213,282.6687877,,,,,,,
0.604729213,282.6687877,,,,,,,
0.604888915,282.7139339,,,,,,,
0.604888915,282.7139339,,,,,,,
0.604888915,282.7139339,,,,,,,
0.604888915,282.7139339,,,,,,,
0.604888915,282.5308291,,,,,,,
0.604888915,282.5308291,,,,,,,
0.604888915,282.5308291,,,,,,,
0.604888915,282.5308291,,,,,,,
0.605048591,282.575946,,,,,,,
0.605048591,282.575946,,,,,,,
0.605048591,282.575946,,,,,,,
0.605048591,282.575946,,,,,,,
0.605048591,282.575946,,,,,,,
0.605048591,282.575946,,,,,,,
0.605048591,282.575946,,,,,,,
0.605048591,282.575946,,,,,,,
0.605048591,282.3928119,,,,,,,
0.605048591,282.3928119,,,,,,,
0.605208241,282.4378996,,,,,,,
0.605208241,282.4378996,,,,,,,
0.605208241,282.4378996,,,,,,,
0.605208241,282.4378996,,,,,,,
0.605208241,282.2547363,,,,,,,
0.605208241,282.2547363,,,,,,,
0.605208241,282.2547363,,,,,,,
0.605208241,282.2547363,,,,,,,
0.605367866,282.2997947,,,,,,,
0.605367866,282.2997947,,,,,,,
0.605367866,282.2997947,,,,,,,
0.605367866,282.2997947,,,,,,,
0.605367866,282.2997947,,,,,,,
0.605367866,282.1166021,,,,,,,
0.605367866,282.1166021,,,,,,,
0.605367866,282.1166021,,,,,,,
0.605367866,282.1166021,,,,,,,
0.605367866,282.1166021,,,,,,,
0.605527465,282.1616314,,,,,,,
0.605527465,281.9784095,,,,,,,
0.605527465,282.1616314,,,,,,,
0.605527465,281.9784095,,,,,,,
0.605527465,281.9784095,,,,,,,
0.605527465,281.9784095,,,,,,,
0.605527465,281.9784095,,,,,,,
0.605527465,281.9784095,,,,,,,
0.605687039,281.8401585,,,,,,,
0.605687039,281.8401585,,,,,,,
0.605687039,281.8401585,,,,,,,
0.605687039,281.8401585,,,,,,,
0.605687039,281.8401585,,,,,,,
0.605687039,281.8401585,,,,,,,
0.605687039,281.8401585,,,,,,,
0.605687039,281.8401585,,,,,,,
0.605687039,281.8401585,,,,,,,
0.605846588,281.8851292,,,,,,,
0.605846588,281.8851292,,,,,,,
0.605846588,281.7018489,,,,,,,
0.605846588,281.7018489,,,,,,,
0.605846588,281.7018489,,,,,,,
0.605846588,281.7018489,,,,,,,
0.605846588,281.7018489,,,,,,,
0.605846588,281.7018489,,,,,,,
0.606006111,281.5634809,,,,,,,
0.606006111,281.5634809,,,,,,,
0.606006111,281.5634809,,,,,,,
0.606006111,281.5634809,,,,,,,
0.606006111,281.5634809,,,,,,,
0.606006111,281.5634809,,,,,,,
0.606006111,281.5634809,,,,,,,
0.606006111,281.3801713,,,,,,,
0.606006111,281.3801713,,,,,,,
0.606165608,281.4250543,,,,,,,
0.606165608,281.4250543,,,,,,,
0.606165608,281.4250543,,,,,,,
0.606165608,281.4250543,,,,,,,
0.606165608,281.4250543,,,,,,,
0.606165608,281.2417155,,,,,,,
0.606165608,281.2417155,,,,,,,
0.606165608,281.2417155,,,,,,,
0.606325081,281.2865694,,,,,,,
0.606325081,281.2865694,,,,,,,
0.606325081,281.2865694,,,,,,,
0.606325081,281.2865694,,,,,,,
0.606325081,281.2865694,,,,,,,
0.606325081,281.2865694,,,,,,,
0.606325081,281.1032013,,,,,,,
0.606325081,281.1032013,,,,,,,
0.606325081,281.1032013,,,,,,,
0.606325081,281.1032013,,,,,,,
0.606484527,281.1480259,,,,,,,
0.606484527,281.1480259,,,,,,,
0.606484527,281.1480259,,,,,,,
0.606484527,281.1480259,,,,,,,
0.606484527,280.9646286,,,,,,,
0.606484527,280.9646286,,,,,,,
0.606484527,280.9646286,,,,,,,
0.606484527,280.9646286,,,,,,,
0.606484527,280.9646286,,,,,,,
0.606643949,281.0094239,,,,,,,
0.606643949,281.0094239,,,,,,,
0.606643949,281.0094239,,,,,,,
0.606643949,280.8259974,,,,,,,
0.606643949,280.8259974,,,,,,,
0.606643949,280.8259974,,,,,,,
0.606643949,280.8259974,,,,,,,
0.606643949,280.8259974,,,,,,,
0.606643949,280.8259974,,,,,,,
0.606803344,280.8707635,,,,,,,
0.606803344,280.6873077,,,,,,,
0.606803344,280.6873077,,,,,,,
0.606803344,280.6873077,,,,,,,
0.606803344,280.6873077,,,,,,,
0.606803344,280.6873077,,,,,,,
0.606803344,280.6873077,,,,,,,
0.606803344,280.6873077,,,,,,,
0.606803344,280.503852,,,,,,,
0.606962715,280.5485596,,,,,,,
0.606962715,280.5485596,,,,,,,
0.606962715,280.5485596,,,,,,,
0.606962715,280.5485596,,,,,,,
0.606962715,280.5485596,,,,,,,
0.606962715,280.5485596,,,,,,,
0.606962715,280.5485596,,,,,,,
0.606962715,280.5485596,,,,,,,
0.606962715,280.5485596,,,,,,,
0.60712206,280.5932672,,,,,,,
0.60712206,280.4097529,,,,,,,
0.60712206,280.4097529,,,,,,,
0.60712206,280.4097529,,,,,,,
0.60712206,280.4097529,,,,,,,
0.60712206,280.4097529,,,,,,,
0.60712206,280.4097529,,,,,,,
0.60712206,280.4097529,,,,,,,
0.60712206,280.4097529,,,,,,,
0.60728138,280.4544313,,,,,,,
0.60728138,280.4544313,,,,,,,
0.60728138,280.2708878,,,,,,,
0.60728138,280.2708878,,,,,,,
0.60728138,280.2708878,,,,,,,
0.60728138,280.2708878,,,,,,,
0.60728138,280.2708878,,,,,,,
0.60728138,280.2708878,,,,,,,
0.60728138,280.2708878,,,,,,,
0.607440674,280.1319642,,,,,,,
0.607440674,280.1319642,,,,,,,
0.607440674,280.1319642,,,,,,,
0.607440674,280.1319642,,,,,,,
0.607440674,280.1319642,,,,,,,
0.607440674,280.1319642,,,,,,,
0.607440674,280.1319642,,,,,,,
0.607440674,280.1319642,,,,,,,
0.607440674,280.1319642,,,,,,,
0.607599943,279.9929822,,,,,,,
0.607599943,279.9929822,,,,,,,
0.607599943,279.9929822,,,,,,,
0.607599943,279.9929822,,,,,,,
0.607599943,279.9929822,,,,,,,
0.607599943,279.9929822,,,,,,,
0.607599943,279.9929822,,,,,,,
0.607599943,279.8093802,,,,,,,
0.607599943,279.8093802,,,,,,,
0.607759187,279.8539416,,,,,,,
0.607759187,279.8539416,,,,,,,
0.607759187,279.8539416,,,,,,,
0.607759187,279.8539416,,,,,,,
0.607759187,279.8539416,,,,,,,
0.607759187,279.8539416,,,,,,,
0.607759187,279.8539416,,,,,,,
0.607759187,279.8539416,,,,,,,
0.607918405,279.898503,,,,,,,
0.607918405,279.7148426,,,,,,,
0.607918405,279.7148426,,,,,,,
0.607918405,279.7148426,,,,,,,
0.607918405,279.7148426,,,,,,,
0.607918405,279.7148426,,,,,,,
0.607918405,279.7148426,,,,,,,
0.607918405,279.7148426,,,,,,,
0.607918405,279.7148426,,,,,,,
0.607918405,279.7148426,,,,,,,
0.608077598,279.5756851,,,,,,,
0.608077598,279.5756851,,,,,,,
0.608077598,279.5756851,,,,,,,
0.608077598,279.5756851,,,,,,,
0.608077598,279.5756851,,,,,,,
0.608077598,279.5756851,,,,,,,
0.608077598,279.3919954,,,,,,,
0.608077598,279.5756851,,,,,,,
0.608236765,279.620188,,,,,,,
0.608236765,279.620188,,,,,,,
0.608236765,279.4364691,,,,,,,
0.608236765,279.4364691,,,,,,,
0.608236765,279.4364691,,,,,,,
0.608236765,279.4364691,,,,,,,
0.608236765,279.4364691,,,,,,,
0.608236765,279.4364691,,,,,,,
0.608236765,279.4364691,,,,,,,
0.608395908,279.2971946,,,,,,,
0.608395908,279.2971946,,,,,,,
0.608395908,279.2971946,,,,,,,
0.608395908,279.2971946,,,,,,,
0.608395908,279.2971946,,,,,,,
0.608395908,279.2971946,,,,,,,
0.608395908,279.1134465,,,,,,,
0.608395908,279.1134465,,,,,,,
0.608395908,279.1134465,,,,,,,
0.608555025,279.1578617,,,,,,,
0.608555025,279.1578617,,,,,,,
0.608555025,279.1578617,,,,,,,
0.608555025,279.1578617,,,,,,,
0.608555025,279.1578617,,,,,,,
0.608555025,279.1578617,,,,,,,
0.608555025,278.9740843,,,,,,,
0.608555025,278.9740843,,,,,,,
0.608555025,278.9740843,,,,,,,
0.608714116,279.0184702,,,,,,,
0.608714116,279.0184702,,,,,,,
0.608714116,279.0184702,,,,,,,
0.608714116,279.0184702,,,,,,,
0.608714116,279.0184702,,,,,,,
0.608714116,279.0184702,,,,,,,
0.608714116,279.0184702,,,,,,,
0.608714116,278.8346636,,,,,,,
0.608714116,278.8346636,,,,,,,
0.608873183,278.8790203,,,,,,,
0.608873183,278.8790203,,,,,,,
0.608873183,278.8790203,,,,,,,
0.608873183,278.8790203,,,,,,,
0.608873183,278.8790203,,,,,,,
0.608873183,278.8790203,,,,,,,
0.608873183,279.0628562,,,,,,,
0.608873183,279.0628562,,,,,,,
0.608873183,278.8790203,,,,,,,
0.609032223,278.923377,,,,,,,
0.609032223,278.923377,,,,,,,
0.609032223,278.923377,,,,,,,
0.609032223,278.923377,,,,,,,
0.609032223,278.923377,,,,,,,
0.609032223,278.7395119,,,,,,,
0.609032223,278.7395119,,,,,,,
0.609032223,278.7395119,,,,,,,
0.609032223,278.5556468,,,,,,,
0.609191239,278.5999451,,,,,,,
0.609191239,278.5999451,,,,,,,
0.609191239,278.5999451,,,,,,,
0.609191239,278.5999451,,,,,,,
0.609191239,278.5999451,,,,,,,
0.609191239,278.5999451,,,,,,,
0.609191239,278.5999451,,,,,,,
0.609191239,278.5999451,,,,,,,
0.609191239,278.5999451,,,,,,,
0.60935023,278.4603197,,,,,,,
0.60935023,278.4603197,,,,,,,
0.60935023,278.4603197,,,,,,,
0.60935023,278.4603197,,,,,,,
0.60935023,278.4603197,,,,,,,
0.60935023,278.2763961,,,,,,,
0.60935023,278.4603197,,,,,,,
0.60935023,278.2763961,,,,,,,
0.60935023,278.4603197,,,,,,,
0.609509195,278.3206359,,,,,,,
0.609509195,278.3206359,,,,,,,
0.609509195,278.3206359,,,,,,,
0.609509195,278.3206359,,,,,,,
0.609509195,278.3206359,,,,,,,
0.609509195,278.3206359,,,,,,,
0.609509195,278.1366831,,,,,,,
0.609509195,278.1366831,,,,,,,
0.609509195,278.1366831,,,,,,,
0.609668135,278.1808936,,,,,,,
0.609668135,278.1808936,,,,,,,
0.609668135,278.1808936,,,,,,,
0.609668135,278.1808936,,,,,,,
0.609668135,278.1808936,,,,,,,
0.609668135,278.1808936,,,,,,,
0.609668135,277.9969115,,,,,,,
0.609668135,277.9969115,,,,,,,
0.609668135,277.9969115,,,,,,,
0.609827049,278.0410928,,,,,,,
0.609827049,278.0410928,,,,,,,
0.609827049,278.0410928,,,,,,,
0.609827049,277.8570815,,,,,,,
0.609827049,277.8570815,,,,,,,
0.609827049,277.8570815,,,,,,,
0.609827049,277.8570815,,,,,,,
0.609827049,277.8570815,,,,,,,
0.609827049,277.8570815,,,,,,,
0.609985939,277.9012335,,,,,,,
0.609985939,277.717193,,,,,,,
0.609985939,277.717193,,,,,,,
0.609985939,277.717193,,,,,,,
0.609985939,277.717193,,,,,,,
0.609985939,277.717193,,,,,,,
0.609985939,277.717193,,,,,,,
0.609985939,277.717193,,,,,,,
0.609985939,277.717193,,,,,,,
0.610144803,277.7613158,,,,,,,
0.610144803,277.7613158,,,,,,,
0.610144803,277.577246,,,,,,,
0.610144803,277.577246,,,,,,,
0.610144803,277.577246,,,,,,,
0.610144803,277.577246,,,,,,,
0.610144803,277.577246,,,,,,,
0.610144803,277.577246,,,,,,,
0.610303642,277.6213396,,,,,,,
0.610303642,277.6213396,,,,,,,
0.610303642,277.4372405,,,,,,,
0.610303642,277.4372405,,,,,,,
0.610303642,277.4372405,,,,,,,
0.610303642,277.4372405,,,,,,,
0.610303642,277.4372405,,,,,,,
0.610303642,277.4372405,,,,,,,
0.610303642,277.4372405,,,,,,,
0.610462455,277.4813049,,,,,,,
0.610462455,277.4813049,,,,,,,
0.610462455,277.4813049,,,,,,,
0.610462455,277.2971766,,,,,,,
0.610462455,277.2971766,,,,,,,
0.610462455,277.2971766,,,,,,,
0.610462455,277.2971766,,,,,,,
0.610462455,277.2971766,,,,,,,
0.610621244,277.3412117,,,,,,,
0.610621244,277.1570542,,,,,,,
0.610621244,277.1570542,,,,,,,
0.610621244,277.1570542,,,,,,,
0.610621244,277.1570542,,,,,,,
0.610621244,277.1570542,,,,,,,
0.610621244,277.1570542,,,,,,,
0.610621244,277.1570542,,,,,,,
0.610621244,277.1570542,,,,,,,
0.610780007,277.20106,,,,,,,
0.610780007,277.20106,,,,,,,
0.610780007,277.20106,,,,,,,
0.610780007,277.20106,,,,,,,
0.610780007,277.20106,,,,,,,
0.610780007,277.0168733,,,,,,,
0.610780007,277.0168733,,,,,,,
0.610780007,277.0168733,,,,,,,
0.610780007,277.0168733,,,,,,,
0.610938745,277.0608499,,,,,,,
0.610938745,277.0608499,,,,,,,
0.610938745,277.0608499,,,,,,,
0.610938745,276.8766339,,,,,,,
0.610938745,276.8766339,,,,,,,
0.610938745,276.8766339,,,,,,,
0.610938745,276.8766339,,,,,,,
0.610938745,276.8766339,,,,,,,
0.610938745,276.8766339,,,,,,,
0.611097458,276.9205812,,,,,,,
0.611097458,276.736336,,,,,,,
0.611097458,276.9205812,,,,,,,
0.611097458,276.9205812,,,,,,,
0.611097458,276.9205812,,,,,,,
0.611097458,276.736336,,,,,,,
0.611097458,276.736336,,,,,,,
0.611097458,276.736336,,,,,,,
0.611097458,276.736336,,,,,,,
0.611256146,276.7802542,,,,,,,
0.611256146,276.7802542,,,,,,,
0.611256146,276.5959797,,,,,,,
0.611256146,276.5959797,,,,,,,
0.611256146,276.5959797,,,,,,,
0.611256146,276.5959797,,,,,,,
0.611256146,276.5959797,,,,,,,
0.611256146,276.5959797,,,,,,,
0.611256146,276.4117052,,,,,,,
0.611414808,276.4555649,,,,,,,
0.611414808,276.4555649,,,,,,,
0.611414808,276.4555649,,,,,,,
0.611414808,276.4555649,,,,,,,
0.611414808,276.4555649,,,,,,,
0.611414808,276.4555649,,,,,,,
0.611414808,276.2712612,,,,,,,
0.611414808,276.2712612,,,,,,,
0.611414808,276.2712612,,,,,,,
0.611573446,276.3150916,,,,,,,
0.611573446,276.3150916,,,,,,,
0.611573446,276.3150916,,,,,,,
0.611573446,276.3150916,,,,,,,
0.611573446,276.3150916,,,,,,,
0.611573446,276.3150916,,,,,,,
0.611573446,276.1307586,,,,,,,
0.611573446,276.1307586,,,,,,,
0.611573446,276.1307586,,,,,,,
0.611732058,276.1745598,,,,,,,
0.611732058,276.1745598,,,,,,,
0.611732058,276.1745598,,,,,,,
0.611732058,275.9901976,,,,,,,
0.611732058,275.9901976,,,,,,,
0.611732058,275.9901976,,,,,,,
0.611732058,275.9901976,,,,,,,
0.611732058,275.9901976,,,,,,,
0.611732058,276.1745598,,,,,,,
0.611890645,276.2183609,,,,,,,
0.611890645,276.2183609,,,,,,,
0.611890645,276.2183609,,,,,,,
0.611890645,276.0339695,,,,,,,
0.611890645,276.0339695,,,,,,,
0.611890645,276.0339695,,,,,,,
0.611890645,276.0339695,,,,,,,
0.611890645,276.0339695,,,,,,,
0.611890645,276.0339695,,,,,,,
0.612049207,276.0777414,,,,,,,
0.612049207,275.8933208,,,,,,,
0.612049207,275.8933208,,,,,,,
0.612049207,275.8933208,,,,,,,
0.612049207,275.7089001,,,,,,,
0.612049207,275.7089001,,,,,,,
0.612049207,275.7089001,,,,,,,
0.612049207,275.7089001,,,,,,,
0.612049207,275.7089001,,,,,,,
0.612049207,275.7089001,,,,,,,
0.612207743,275.7526136,,,,,,,
0.612207743,275.7526136,,,,,,,
0.612207743,275.7526136,,,,,,,
0.612207743,275.5681637,,,,,,,
0.612207743,275.7526136,,,,,,,
0.612207743,275.5681637,,,,,,,
0.612207743,275.5681637,,,,,,,
0.612207743,275.5681637,,,,,,,
0.612366255,275.6118479,,,,,,,
0.612366255,275.6118479,,,,,,,
0.612366255,275.4273687,,,,,,,
0.612366255,275.6118479,,,,,,,
0.612366255,275.4273687,,,,,,,
0.612366255,275.4273687,,,,,,,
0.612366255,275.4273687,,,,,,,
0.612366255,275.4273687,,,,,,,
0.612366255,275.4273687,,,,,,,
0.612524741,275.4710237,,,,,,,
0.612524741,275.2865153,,,,,,,
0.612524741,275.2865153,,,,,,,
0.612524741,275.2865153,,,,,,,
0.612524741,275.2865153,,,,,,,
0.612524741,275.2865153,,,,,,,
0.612524741,275.2865153,,,,,,,
0.612524741,275.2865153,,,,,,,
0.612524741,275.2865153,,,,,,,
0.612683203,275.330141,,,,,,,
0.612683203,275.1456034,,,,,,,
0.612683203,275.1456034,,,,,,,
0.612683203,275.1456034,,,,,,,
0.612683203,275.1456034,,,,,,,
0.612683203,274.9610658,,,,,,,
0.612841639,275.004633,,,,,,,
0.612841639,275.004633,,,,,,,
0.612841639,275.004633,,,,,,,
0.612841639,275.004633,,,,,,,
0.612841639,275.004633,,,,,,,
0.612841639,275.004633,,,,,,,
0.612841639,275.004633,,,,,,,
0.612841639,275.004633,,,,,,,
0.612841639,275.004633,,,,,,,
0.61300005,275.0482003,,,,,,,
0.61300005,274.8636042,,,,,,,
0.61300005,274.8636042,,,,,,,
0.61300005,274.8636042,,,,,,,
0.61300005,274.8636042,,,,,,,
0.61300005,274.8636042,,,,,,,
0.61300005,274.8636042,,,,,,,
0.61300005,274.8636042,,,,,,,
0.61300005,274.6790081,,,,,,,
0.613158436,274.9071422,,,,,,,
0.613158436,274.7225168,,,,,,,
0.613158436,274.7225168,,,,,,,
0.613158436,274.7225168,,,,,,,
0.613158436,274.7225168,,,,,,,
0.613158436,274.7225168,,,,,,,
0.613158436,274.5378915,,,,,,,
0.613158436,274.5378915,,,,,,,
0.613158436,274.5378915,,,,,,,
0.613316797,274.581371,,,,,,,
0.613316797,274.581371,,,,,,,
0.613316797,274.581371,,,,,,,
0.613316797,274.581371,,,,,,,
0.613316797,274.581371,,,,,,,
0.613316797,274.3967164,,,,,,,
0.613316797,274.3967164,,,,,,,
0.613316797,274.3967164,,,,,,,
0.613316797,274.3967164,,,,,,,
0.613475133,274.4401667,,,,,,,
0.613475133,274.2554829,,,,,,,
0.613475133,274.4401667,,,,,,,
0.613475133,274.2554829,,,,,,,
0.613475133,274.2554829,,,,,,,
0.613475133,274.2554829,,,,,,,
0.613475133,274.2554829,,,,,,,
0.613475133,274.2554829,,,,,,,
0.613475133,274.2554829,,,,,,,
0.613633444,274.2989039,,,,,,,
0.613633444,274.2989039,,,,,,,
0.613633444,274.2989039,,,,,,,
0.613633444,274.2989039,,,,,,,
0.613633444,274.2989039,,,,,,,
0.613633444,274.2989039,,,,,,,
0.613633444,274.1141909,,,,,,,
0.613633444,274.1141909,,,,,,,
0.613633444,274.1141909,,,,,,,
0.61379173,274.1575827,,,,,,,
0.61379173,274.1575827,,,,,,,
0.61379173,274.1575827,,,,,,,
0.61379173,273.9728404,,,,,,,
0.61379173,273.9728404,,,,,,,
0.61379173,273.9728404,,,,,,,
0.61379173,273.9728404,,,,,,,
0.61379173,273.9728404,,,,,,,
0.61379173,273.7880981,,,,,,,
0.61394999,273.8314314,,,,,,,
0.61394999,273.8314314,,,,,,,
0.61394999,273.8314314,,,,,,,
0.61394999,273.8314314,,,,,,,
0.61394999,273.8314314,,,,,,,
0.61394999,273.8314314,,,,,,,
0.61394999,273.8314314,,,,,,,
0.61394999,273.8314314,,,,,,,
0.61394999,273.8314314,,,,,,,
0.614108226,273.689964,,,,,,,
0.614108226,273.689964,,,,,,,
0.614108226,273.689964,,,,,,,
0.614108226,273.689964,,,,,,,
0.614108226,273.5051632,,,,,,,
0.614108226,273.5051632,,,,,,,
0.614108226,273.5051632,,,,,,,
0.614108226,273.5051632,,,,,,,
0.614266437,273.548438,,,,,,,
0.614266437,273.548438,,,,,,,
0.614266437,273.363608,,,,,,,
0.614266437,273.363608,,,,,,,
0.614266437,273.363608,,,,,,,
0.614266437,273.363608,,,,,,,
0.614266437,273.363608,,,,,,,
0.614266437,273.363608,,,,,,,
0.614266437,273.363608,,,,,,,
0.614424622,273.4068536,,,,,,,
0.614424622,273.4068536,,,,,,,
0.614424622,273.4068536,,,,,,,
0.614424622,273.4068536,,,,,,,
0.614424622,273.4068536,,,,,,,
0.614424622,273.4068536,,,,,,,
0.614424622,273.4068536,,,,,,,
0.614424622,273.2219943,,,,,,,
0.614582783,273.2652107,,,,,,,
0.614582783,273.2652107,,,,,,,
0.614582783,273.2652107,,,,,,,
0.614582783,273.2652107,,,,,,,
0.614582783,273.2652107,,,,,,,
0.614582783,273.2652107,,,,,,,
0.614582783,273.2652107,,,,,,,
0.614582783,273.2652107,,,,,,,
0.614582783,273.0803222,,,,,,,
0.614740919,273.1235094,,,,,,,
0.614740919,273.1235094,,,,,,,
0.614740919,273.1235094,,,,,,,
0.614740919,273.1235094,,,,,,,
0.614740919,273.1235094,,,,,,,
0.614740919,273.1235094,,,,,,,
0.614740919,273.1235094,,,,,,,
0.614740919,273.1235094,,,,,,,
0.614740919,273.1235094,,,,,,,
0.614899029,273.1666965,,,,,,,
0.614899029,272.9817495,,,,,,,
0.614899029,272.9817495,,,,,,,
0.614899029,272.9817495,,,,,,,
0.614899029,272.9817495,,,,,,,
0.614899029,272.9817495,,,,,,,
0.614899029,272.9817495,,,,,,,
0.614899029,272.9817495,,,,,,,
0.614899029,272.9817495,,,,,,,
0.615057115,273.0249074,,,,,,,
0.615057115,273.0249074,,,,,,,
0.615057115,273.0249074,,,,,,,
0.615057115,273.0249074,,,,,,,
0.615057115,273.0249074,,,,,,,
0.615057115,273.0249074,,,,,,,
0.615057115,273.0249074,,,,,,,
0.615057115,273.0249074,,,,,,,
0.615057115,273.0249074,,,,,,,
0.615215175,273.0680653,,,,,,,
0.615215175,273.0680653,,,,,,,
0.615215175,273.0680653,,,,,,,
0.615215175,272.8830598,,,,,,,
0.615215175,273.0680653,,,,,,,
0.615215175,273.0680653,,,,,,,
0.615215175,272.8830598,,,,,,,
0.615215175,272.8830598,,,,,,,
0.615215175,272.8830598,,,,,,,
0.615373211,272.9261885,,,,,,,
0.615373211,272.9261885,,,,,,,
0.615373211,272.9261885,,,,,,,
0.615373211,272.9261885,,,,,,,
0.615373211,272.9261885,,,,,,,
0.615373211,272.9261885,,,,,,,
0.615373211,272.9261885,,,,,,,
0.615373211,272.9261885,,,,,,,
0.615373211,272.9261885,,,,,,,
0.615531222,272.9693171,,,,,,,
0.615531222,272.9693171,,,,,,,
0.615531222,272.7842532,,,,,,,
0.615531222,272.7842532,,,,,,,
0.615531222,272.7842532,,,,,,,
0.615531222,272.7842532,,,,,,,
0.615531222,272.7842532,,,,,,,
0.615531222,272.7842532,,,,,,,
0.615531222,272.7842532,,,,,,,
0.615689207,272.8273526,,,,,,,
0.615689207,272.8273526,,,,,,,
0.615689207,272.8273526,,,,,,,
0.615689207,272.8273526,,,,,,,
0.615689207,272.8273526,,,,,,,
0.615689207,272.8273526,,,,,,,
0.615689207,272.8273526,,,,,,,
0.615689207,272.8273526,,,,,,,
0.615689207,272.8273526,,,,,,,
0.615847168,272.870452,,,,,,,
0.615847168,272.870452,,,,,,,
0.615847168,272.870452,,,,,,,
0.615847168,272.870452,,,,,,,
0.615847168,272.870452,,,,,,,
0.615847168,272.870452,,,,,,,
0.615847168,273.2406969,,,,,,,
0.615847168,273.2406969,,,,,,,
0.615847168,273.2406969,,,,,,,
0.616005104,273.2838548,,,,,,,
0.616005104,273.0987031,,,,,,,
0.616005104,273.0987031,,,,,,,
0.616005104,273.0987031,,,,,,,
0.616005104,273.0987031,,,,,,,
0.616005104,273.0987031,,,,,,,
0.616005104,273.0987031,,,,,,,
0.616005104,273.0987031,,,,,,,
0.616005104,273.0987031,,,,,,,
0.616163015,272.9566509,,,,,,,
0.616163015,272.9566509,,,,,,,
0.616163015,272.9566509,,,,,,,
0.616163015,272.9566509,,,,,,,
0.616163015,272.9566509,,,,,,,
0.616163015,272.9566509,,,,,,,
0.616163015,272.9566509,,,,,,,
0.616163015,272.9566509,,,,,,,
0.616163015,272.9566509,,,,,,,
0.616320901,272.9997503,,,,,,,
0.616320901,272.9997503,,,,,,,
0.616320901,272.8145401,,,,,,,
0.616320901,272.9997503,,,,,,,
0.616320901,272.8145401,,,,,,,
0.616320901,272.8145401,,,,,,,
0.616320901,272.8145401,,,,,,,
0.616320901,272.8145401,,,,,,,
0.616320901,272.8145401,,,,,,,
0.616478762,272.8576103,,,,,,,
0.616478762,272.8576103,,,,,,,
0.616478762,272.8576103,,,,,,,
0.616478762,272.8576103,,,,,,,
0.616478762,272.8576103,,,,,,,
0.616478762,272.8576103,,,,,,,
0.616478762,272.8576103,,,,,,,
0.616478762,272.6723709,,,,,,,
0.616478762,272.8576103,,,,,,,
0.616636598,272.7154119,,,,,,,
0.616636598,272.7154119,,,,,,,
0.616636598,272.7154119,,,,,,,
0.616636598,272.7154119,,,,,,,
0.616636598,272.7154119,,,,,,,
0.616636598,272.7154119,,,,,,,
0.616636598,272.7154119,,,,,,,
0.616636598,272.7154119,,,,,,,
0.616636598,272.7154119,,,,,,,
0.616794409,272.7584528,,,,,,,
