time,dt,mCS_xx,mCS_yy,mCS_zz,mEE_xx,mEE_yy,mEE_zz,mME_xx,mME_yy,mME_zz,mTE_xx,mTE_yy,mTE_zz,ndof,nelem,num_lin_it,num_nonlin_it
0.002734375,0.0001953125,2.943551731321e-07,2.9853608089871e-07,28.872309429287,-4.105067594309e-05,-4.105067591733e-05,0.00013683558886929,-4.1051580953088e-05,-4.1051679811415e-05,0.00013683749777337,-4.1051580953088e-05,-4.1051679811415e-05,0.00013683749777337,1609870,81880,218,6
0.0029296875,0.0001953125,2.199860965865e-07,4.4961644177182e-07,30.933944177802,-4.3981910749949e-05,-4.3981909335165e-05,0.00014660636955887,-4.3984074988651e-05,-4.3984309981885e-05,0.00014661093444429,-4.3984074988651e-05,-4.3984309981885e-05,0.00014661093444429,1609870,81880,200,6
0.003125,0.0001953125,1.8573423333229e-07,-2.4808676990191e-08,32.994903557062,-4.6912184236691e-05,-4.6912185533875e-05,0.0001563739502786,-4.6917078595844e-05,-4.6917614481799e-05,0.00015638427358568,-4.6917078595844e-05,-4.6917614481799e-05,0.00015638427358568,1609870,81880,211,6
0.0033203125,0.0001953125,1.360716758715e-07,-1.0406127067525e-08,35.054545074713,-4.9840584754599e-05,-4.9840585657069e-05,0.00016613528453561,-4.9851123671809e-05,-4.9852275606222e-05,0.00016615751340197,-4.9851123671809e-05,-4.9852275606222e-05,0.00016615751340197,1609870,81880,230,6
0.003515625,0.0001953125,3.5050369081249e-08,7.1964369679152e-08,37.111699697109,-5.276544974252e-05,-5.2765449515088e-05,0.00017588483253557,-5.2787172777974e-05,-5.2789544664398e-05,0.00017593065072033,-5.2787172777974e-05,-5.2789544664398e-05,0.00017593065072033,1609870,81880,229,6
0.0037109375,0.0001953125,7.7785061789826e-10,-7.3041320008595e-08,39.164321753284,-5.5683869683862e-05,-5.5683870138672e-05,0.00018561289940741,-5.5726911240683e-05,-5.5731609744246e-05,0.0001857036805698,-5.5726911240683e-05,-5.5731609744246e-05,0.0001857036805698,1609870,81880,240,6
0.00390625,0.0001953125,-5.2861060834952e-08,-6.2809776665405e-08,41.208963470236,-5.8590943483833e-05,-5.8590943545129e-05,0.00019530314457316,-5.8673184913722e-05,-5.8682153250155e-05,0.00019547659570808,-5.8673184913722e-05,-5.8682153250155e-05,0.00019547659570808,1609870,81880,226,6
0.0041015625,0.0001953125,-7.3030388556482e-08,-8.7789772062471e-08,43.240036409955,-6.1478724974786e-05,-6.1478725065721e-05,0.00020492908274029,-6.163061115946e-05,-6.1647142557419e-05,0.00020524938641666,-6.163061115946e-05,-6.1647142557419e-05,0.00020524938641666,1609870,81880,248,6
0.004296875,0.0001953125,-9.7074637172976e-08,-1.0560323772771e-07,45.248868250926,-6.4334884079012e-05,-6.4334884131558e-05,0.0002144496128518,-6.4606374855023e-05,-6.4635821097198e-05,0.00021502204059345,-6.4606374855023e-05,-6.4635821097198e-05,0.00021502204059345,1609870,81880,231,6
0.0044921875,0.0001953125,-1.1410140225964e-07,-1.2473096449735e-07,47.222675614831,-6.714124531342e-05,-6.714124537891e-05,0.0002238041501729,-6.7611109075932e-05,-6.7661775732743e-05,0.00022479454428924,-6.7611109075932e-05,-6.7661775732743e-05,0.00022479454428924,1609870,81880,238,6
0.0046875,0.0001953125,-1.27037834204e-07,-2.2227001503712e-07,49.143779022301,-6.987267188174e-05,-6.9872672468478e-05,0.00023290890581561,-7.065960799867e-05,-7.074371348392e-05,0.00023456688294798,-7.065960799867e-05,-7.074371348392e-05,0.00023456688294798,1609870,81880,262,12
0.00478515625,9.765625e-05,-1.4776217073919e-07,-1.7542319888317e-07,50.08681250629,-7.1213477947973e-05,-7.1213478118396e-05,0.00023737825878316,-7.2198445395324e-05,-7.2303259629934e-05,0.00023945300774204,-7.2198445395324e-05,-7.2303259629934e-05,0.00023945300774204,1609870,81880,200,5
0.0048828125,9.765625e-05,-1.624566779858e-07,-1.993285535293e-07,51.009100081082,-7.2524787331672e-05,-7.2524787558845e-05,0.00024174928999819,-7.3754602412485e-05,-7.3884768934608e-05,0.00024433908645477,-7.3754602412485e-05,-7.3884768934608e-05,0.00024433908645477,1609870,81880,200,5
0.00498046875,9.765625e-05,-1.7778753658364e-07,-2.3147405571742e-07,51.907193594603,-7.3801697567424e-05,-7.3801697898194e-05,0.00024600565742835,-7.5331015454094e-05,-7.5491840449778e-05,0.00024922511786661,-7.5331015454094e-05,-7.5491840449778e-05,0.00024922511786661,1609870,81880,205,5
0.005078125,9.765625e-05,-2.0418590236553e-07,-2.8226357009827e-07,52.777530586214,-7.5039143579958e-05,-7.5039144061005e-05,0.00025013047740355,-7.6930738958124e-05,-7.7128172517533e-05,0.00025411110123824,-7.6930738958124e-05,-7.7128172517533e-05,0.00025411110123824,1609870,81880,205,5
0.00517578125,9.765625e-05,-2.3351962903331e-07,-3.4748128193242e-07,53.616571473499,-7.6232092755094e-05,-7.6232093457228e-05,0.00025410697463412,-7.8556831547739e-05,-7.8797416441581e-05,0.00025899703641112,-7.8556831547739e-05,-7.8797416441581e-05,0.00025899703641112,1609870,81880,207,5
0.0052734375,9.765625e-05,-2.6974296400499e-07,-4.3420101435687e-07,54.420958777808,-7.737577143519e-05,-7.7375772448439e-05,0.00025791923691465,-8.0212220341412e-05,-8.0503010512898e-05,0.00026388292388533,-8.0212220341412e-05,-8.0503010512898e-05,0.00026388292388533,1609870,81880,204,5
